Strontium Oxide (SrO)	O1Sr1(g)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-9.041	-11.519	-11.519	INFINITE
100	29.175	196.665	257.973	-6.131	-11.561	-19.758	10.320
200	30.890	217.295	233.018	-3.145	-12.519	-27.588	7.205
250	32.086	224.318	230.597	-1.570	-12.976	-31.307	6.541
298.15	33.092	230.058	230.058	0.	-13.389	-34.793	6.096
300	33.127	230.263	230.059	0.061	-13.404	-34.926	6.081
350	33.967	235.435	230.465	1.739	-13.817	-38.480	5.743
400	34.627	240.015	231.378	3.455	-14.225	-41.976	5.481
450	35.146	244.125	232.570	5.200	-14.640	-45.420	5.272
500	35.557	247.850	233.915	6.968	-15.070	-48.817	5.100
600	36.154	254.389	236.797	10.555	-15.992	-55.481	4.830
700	36.559	259.995	239.720	14.192	-17.016	-61.983	4.625
800	36.854	264.897	242.567	17.863	-18.153	-68.331	4.462
900	37.089	269.251	245.295	21.561	-20.032	-74.457	4.321
1000	37.309	273.170	247.890	25.281	-21.077	-80.448	4.202
1100	37.561	276.738	250.353	29.024	-30.025	-85.969	4.082
1200	37.894	280.020	252.690	32.796	-31.974	-90.969	3.960
1300	38.360	283.070	254.911	36.607	-33.900	-95.807	3.850
1400	39.004	285.935	257.025	40.474	-35.787	-100.498	3.750
1500	39.862	288.654	259.044	44.415	-37.612	-105.056	3.658
1600	40.957	291.260	260.977	48.454	-39.353	-109.495	3.575
1700	42.293	293.782	262.833	52.614	-177.899	-112.649	3.461
1800	43.859	296.243	264.621	56.920	-177.537	-108.820	3.158
1900	45.625	298.661	266.349	61.393	-177.025	-105.016	2.887
2000	47.549	301.049	268.024	66.051	-176.349	-101.243	2.644
2100	49.576	303.418	269.653	70.906	-175.497	-97.507	2.425
2200	51.648	305.772	271.242	75.967	-174.468	-93.817	2.227
2300	53.703	308.114	272.794	81.235	-173.266	-90.177	2.048
2400	55.681	310.441	274.314	86.705	-171.902	-86.594	1.885
2500	57.532	312.752	275.805	92.367	-170.393	-83.070	1.736
2600	59.211	315.042	277.271	98.206	-168.762	-79.608	1.599
2700	60.688	317.305	278.712	104.203	-167.037	-76.212	1.474
2800	61.941	319.536	280.130	110.336	-165.249	-72.880	1.360
2900	62.963	321.728	281.527	116.583	-163.429	-69.614	1.254
3000	63.752	323.876	282.903	122.921	-161.612	-66.410	1.156
3100	64.320	325.976	284.258	129.326	-159.830	-63.266	1.066
3200	64.681	328.025	285.594	135.778	-158.114	-60.179	0.982
3300	64.855	330.018	286.910	142.256	-156.492	-57.144	0.905
3400	64.865	331.955	288.207	148.743	-154.992	-54.156	0.832
3500	64.736	333.834	289.484	155.225	-153.636	-51.210	0.764
3600	64.489	335.654	290.741	161.687	-152.445	-48.301	0.701
3700	64.148	337.416	291.979	168.119	-151.434	-45.423	0.641
3800	63.734	339.122	293.197	174.514	-150.619	-42.568	0.585
3900	63.265	340.771	294.396	180.864	-150.008	-39.733	0.532
4000	62.758	342.367	295.575	187.166	-149.609	-36.911	0.482
4100	62.225	343.910	296.736	193.415	-149.428	-34.097	0.434
4200	61.680	345.403	297.877	199.610	-149.462	-31.284	0.389
4300	61.131	346.848	298.999	205.751	-149.717	-28.467	0.346
4400	60.586	348.247	300.102	211.837	-150.190	-25.643	0.304
4500	60.051	349.602	301.187	217.868	-150.874	-22.805	0.265
4600	59.531	350.917	302.254	223.847	-151.701	-19.955	0.227
4700	59.029	352.191	303.303	229.775	-152.775	-17.080	0.190
4800	58.547	353.429	304.335	235.654	-154.037	-14.179	0.154
4900	58.088	354.632	305.349	241.485	-155.480	-11.251	0.120
5000	57.651	355.801	306.346	247.272	-157.088	-8.292	0.087
5100	57.237	356.938	307.327	253.016	-158.837	-5.300	0.054
5200	56.846	358.046	308.292	258.720	-160.754	-2.272	0.023
5300	56.477	359.125	309.241	264.386	-162.809	0.796	-0.008
5400	56.130	360.177	310.174	270.016	-164.993	3.902	-0.038
5500	55.804	361.204	311.093	275.613	-167.295	7.051	-0.067
5600	55.498	362.207	311.997	281.178	-169.704	10.243	-0.096
5700	55.210	363.187	312.886	286.713	-172.211	13.478	-0.124
5800	54.940	364.145	313.762	292.220	-174.807	16.759	-0.151
5900	54.686	365.082	314.624	297.702	-177.271	20.060	-0.178
6000	54.448	365.999	315.472	303.158	-179.985	23.427	-0.204
