Strontium Iodide (SrI)	I1Sr1(g)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-10.287	-27.614	-27.614	INFINITE
100	34.228	232.849	304.737	-7.189	-27.540	-44.971	23.490
200	36.539	257.493	275.595	-3.620	-28.926	-61.887	16.163
250	36.915	265.691	272.824	-1.783	-29.705	-70.044	14.635
298.15	37.135	272.213	272.213	0.	-30.494	-77.736	13.619
300	37.141	272.443	272.214	0.069	-30.526	-78.029	13.586
350	37.294	278.181	272.667	1.930	-31.423	-85.877	12.816
400	37.405	283.168	273.675	3.797	-40.345	-93.318	12.186
450	37.492	287.579	274.979	5.670	-41.891	-99.847	11.590
500	37.563	291.533	276.440	7.546	-63.522	-104.304	10.897
600	37.679	298.392	279.544	11.309	-64.567	-112.364	9.782
700	37.774	304.208	282.663	15.081	-65.712	-120.241	8.972
800	37.859	309.257	285.678	18.863	-66.959	-127.946	8.354
900	37.936	313.721	288.551	22.653	-68.939	-135.418	7.859
1000	38.010	317.722	291.272	26.450	-70.076	-142.744	7.456
1100	38.082	321.348	293.843	30.255	-79.115	-149.590	7.103
1200	38.152	324.664	296.276	34.067	-81.166	-155.906	6.786
1300	38.220	327.721	298.579	37.885	-83.221	-162.051	6.511
1400	38.289	330.556	300.763	41.711	-85.286	-168.038	6.270
1500	38.358	333.200	302.838	45.543	-87.363	-173.876	6.055
1600	38.428	335.678	304.814	49.382	-89.459	-179.575	5.863
1700	38.502	338.010	306.699	53.229	-228.491	-183.963	5.653
1800	38.580	340.212	308.500	57.083	-228.773	-181.336	5.262
1900	38.663	342.301	310.224	60.945	-229.088	-178.692	4.913
2000	38.755	344.286	311.878	64.816	-229.437	-176.031	4.597
2100	38.857	346.179	313.467	68.696	-229.822	-173.351	4.312
2200	38.970	347.989	314.995	72.587	-230.244	-170.652	4.052
2300	39.097	349.725	316.468	76.491	-230.704	-167.934	3.814
2400	39.238	351.391	317.888	80.407	-231.201	-165.194	3.595
2500	39.395	352.996	319.261	84.339	-231.737	-162.433	3.394
2600	39.570	354.545	320.588	88.287	-232.312	-159.649	3.207
2700	39.762	356.042	321.874	92.253	-232.927	-156.843	3.034
2800	39.972	357.491	323.120	96.240	-233.585	-154.013	2.873
2900	40.200	358.898	324.330	100.248	-234.288	-151.159	2.723
3000	40.447	360.265	325.505	104.281	-235.039	-148.280	2.582
3100	40.711	361.596	326.648	108.338	-235.843	-145.375	2.450
3200	40.992	362.892	327.760	112.423	-236.705	-142.443	2.325
3300	41.289	364.158	328.844	116.537	-237.629	-139.483	2.208
3400	41.601	365.396	329.901	120.682	-238.620	-136.494	2.097
3500	41.928	366.606	330.932	124.858	-239.683	-133.475	1.992
3600	42.267	367.792	331.940	129.068	-240.824	-130.425	1.892
3700	42.618	368.955	332.925	133.312	-242.045	-127.342	1.798
3800	42.980	370.096	333.888	137.592	-243.350	-124.224	1.708
3900	43.350	371.217	334.831	141.908	-244.744	-121.071	1.622
4000	43.727	372.320	335.754	146.262	-246.226	-117.882	1.539
4100	44.110	373.404	336.659	150.654	-247.800	-114.654	1.461
4200	44.498	374.472	337.547	155.084	-249.461	-111.386	1.385
4300	44.888	375.523	338.418	159.553	-251.215	-108.079	1.313
4400	45.280	376.560	339.273	164.062	-253.057	-104.729	1.243
4500	45.673	377.582	340.113	168.609	-254.985	-101.336	1.176
4600	46.064	378.590	340.938	173.196	-256.931	-97.905	1.112
4700	46.454	379.585	341.750	177.822	-259.001	-94.425	1.049
4800	46.840	380.567	342.549	182.487	-261.141	-90.901	0.989
4900	47.221	381.536	343.334	187.190	-263.345	-87.332	0.931
5000	47.598	382.494	344.108	191.931	-265.601	-83.718	0.875
5100	47.967	383.440	344.870	196.709	-267.890	-80.059	0.820
5200	48.330	384.375	345.621	201.524	-270.242	-76.353	0.767
5300	48.684	385.299	346.361	206.375	-272.630	-72.602	0.716
5400	49.030	386.213	347.090	211.261	-275.048	-68.805	0.666
5500	49.367	387.115	347.810	216.181	-277.489	-64.964	0.617
5600	49.693	388.008	348.520	221.134	-279.946	-61.077	0.570
5700	50.010	388.890	349.220	226.119	-282.413	-57.147	0.524
5800	50.316	389.763	349.912	231.135	-284.882	-53.173	0.479
5900	50.611	390.625	350.595	236.182	-287.138	-49.181	0.435
6000	50.894	391.478	351.269	241.257	-289.565	-45.128	0.393
