Tungsten Bromide (WBr6)	Br6W1(g)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-35.204	-199.793	-199.793	INFINITE
100	116.477	331.931	611.326	-27.940	-201.561	-217.638	113.683
200	144.174	423.537	496.369	-14.566	-204.899	-232.499	60.722
250	148.782	456.254	485.179	-7.231	-207.167	-239.149	49.968
298.15	151.369	482.699	482.699	0.	-243.090	-241.129	42.245
300	151.446	483.636	482.702	0.280	-243.275	-241.116	41.982
350	153.112	507.116	484.553	7.897	-334.833	-235.752	35.184
400	154.218	527.638	488.683	15.582	-333.877	-221.663	28.946
450	154.988	545.849	494.042	23.313	-332.922	-207.694	24.108
500	155.544	562.209	500.055	31.077	-331.971	-193.830	20.249
600	156.277	590.639	512.853	46.672	-330.092	-166.379	14.485
700	156.723	614.765	525.732	62.323	-328.257	-139.240	10.390
800	157.014	635.713	538.199	78.011	-326.472	-112.360	7.336
900	157.214	654.219	550.082	93.723	-324.741	-85.700	4.974
1000	157.358	670.791	561.339	109.452	-323.068	-59.230	3.094
1100	157.464	685.794	571.981	125.193	-321.455	-32.925	1.563
1200	157.545	699.498	582.045	140.944	-319.904	-6.764	0.294
1300	157.608	712.111	591.571	156.702	-318.418	19.270	-0.774
1400	157.659	723.793	600.604	172.465	-316.999	45.192	-1.686
1500	157.699	734.672	609.183	188.233	-315.651	71.016	-2.473
1600	157.732	744.851	617.348	204.005	-314.376	96.752	-3.159
1700	157.760	754.414	625.132	219.779	-313.181	122.410	-3.761
1800	157.783	763.432	632.567	235.557	-312.071	148.001	-4.295
1900	157.802	771.963	639.681	251.336	-311.050	173.532	-4.771
2000	157.819	780.058	646.500	267.117	-310.127	199.012	-5.198
2100	157.834	787.758	653.044	282.900	-309.306	224.448	-5.583
2200	157.846	795.101	659.336	298.684	-308.593	249.848	-5.932
2300	157.857	802.118	665.392	314.469	-307.992	275.218	-6.250
2400	157.866	808.836	671.230	330.255	-307.507	300.564	-6.542
2500	157.875	815.281	676.864	346.042	-307.140	325.893	-6.809
2600	157.882	821.473	682.308	361.830	-306.887	351.208	-7.056
2700	157.889	827.432	687.573	377.618	-306.774	376.517	-7.284
2800	157.895	833.174	692.671	393.408	-306.833	401.824	-7.496
2900	157.900	838.715	697.612	409.197	-307.101	427.138	-7.694
3000	157.905	844.068	702.405	424.988	-307.598	452.464	-7.878
3100	157.909	849.246	707.059	440.778	-308.363	477.811	-8.051
3200	157.913	854.259	711.581	456.570	-309.418	503.188	-8.214
3300	157.917	859.119	715.979	472.361	-310.784	528.602	-8.367
3400	157.920	863.833	720.258	488.153	-312.486	554.063	-8.512
3500	157.923	868.411	724.426	503.945	-314.581	579.578	-8.650
3600	157.926	872.860	728.488	519.738	-317.157	605.162	-8.781
3700	157.929	877.187	732.449	535.530	-355.072	631.014	-8.908
3800	157.931	881.398	736.313	551.323	-355.301	657.668	-9.040
3900	157.933	885.501	740.086	567.116	-355.517	684.327	-9.166
4000	157.935	889.499	743.772	582.910	-355.713	710.993	-9.285
4100	157.937	893.399	747.374	598.703	-355.883	737.663	-9.398
4200	157.939	897.205	750.896	614.497	-356.020	764.336	-9.506
4300	157.940	900.921	754.342	630.291	-356.120	791.013	-9.609
4400	157.942	904.552	757.715	646.085	-356.177	817.691	-9.707
4500	157.943	908.102	761.017	661.880	-356.187	844.370	-9.801
4600	157.945	911.573	764.253	677.674	-356.146	871.049	-9.891
4700	157.946	914.970	767.423	693.468	-356.051	897.726	-9.977
4800	157.947	918.295	770.532	709.263	-355.899	924.401	-10.060
4900	157.948	921.552	773.581	725.058	-355.687	951.071	-10.139
5000	157.949	924.743	776.573	740.853	-355.414	977.738	-10.214
5100	157.950	927.871	779.509	756.648	-355.078	1004.398	-10.287
5200	157.951	930.938	782.391	772.443	-354.678	1031.050	-10.357
5300	157.952	933.947	785.223	788.238	-354.212	1057.695	-10.424
5400	157.953	936.899	788.004	804.033	-353.682	1084.330	-10.489
5500	157.953	939.797	790.738	819.828	-353.085	1110.954	-10.551
5600	157.954	942.643	793.425	835.624	-352.423	1137.567	-10.611
5700	157.955	945.439	796.067	851.419	-351.695	1164.168	-10.668
5800	157.955	948.186	798.667	867.215	-350.903	1190.754	-10.724
5900	157.956	950.886	801.224	883.010	-350.046	1217.327	-10.777
6000	157.957	953.541	803.740	898.806	-349.125	1243.885	-10.829
