Strontium Iodide (SrI2)	I2Sr1(cr)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-18.919	-560.645	-560.645	INFINITE
100	67.404	78.914	226.165	-14.725	-561.001	-559.988	292.508
200	75.019	128.568	166.164	-7.519	-561.216	-558.896	145.969
298.15	77.948	159.120	159.120	0.	-561.493	-557.702	97.707
300	78.032	159.603	159.122	0.144	-561.499	-557.678	97.100
400	80.751	182.421	162.214	8.083	-577.928	-555.790	72.579
500	83.513	200.737	168.145	16.296	-620.739	-546.142	57.055
600	86.274	216.207	174.898	24.785	-618.933	-531.390	46.262
700	88.994	229.710	181.784	33.548	-616.972	-516.953	38.575
800	91.755	241.776	188.542	42.587	-614.852	-502.807	32.830
811.000	92.048	243.031	189.272	43.598	CRYSTAL <--> LIQUID
900	94.492	252.741	195.075	51.899	613.204  488.864 28.373
1000	97.236	262.839	201.353	61.486	-610.453	-475.194	24.822
1100	99.971	272.234	207.374	71.346	-615.344	-461.446	21.912
1200	102.717	281.051	213.150	81.480	-612.989	-447.557	19.482
1300	105.493	289.382	218.697	91.891	-610.380	-433.876	17.433
1400	108.240	297.301	224.031	102.578	-607.527	-420.404	15.685
1500	110.960	304.861	229.169	113.538	-604.440	-407.144	14.178
