Zirconium Bromide (ZrBr)	Br1Zr1(g)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-9.739	309.261	309.261	INFINITE
100	30.981	228.641	296.521	-6.788	309.929	291.163	-152.088
200	34.653	251.415	268.819	-3.481	308.592	272.862	-71.264
250	35.530	259.250	266.148	-1.725	307.725	264.027	-55.165
298.15	36.065	265.557	265.557	0.	301.248	256.351	-44.912
300	36.082	265.780	265.557	0.067	301.198	256.073	-44.586
350	36.451	271.371	265.998	1.881	285.416	249.427	-37.225
400	36.719	276.257	266.982	3.710	285.042	244.311	-31.904
450	36.936	280.595	268.258	5.552	284.658	239.243	-27.771
500	37.133	284.496	269.690	7.403	284.265	234.218	-24.469
600	37.542	291.302	272.741	11.137	283.447	224.284	-19.526
700	38.018	297.124	275.818	14.914	282.589	214.491	-16.006
800	38.558	302.235	278.807	18.743	281.691	204.824	-13.374
900	39.134	306.810	281.669	22.627	280.746	195.272	-11.333
1000	39.714	310.963	284.394	26.569	279.746	185.828	-9.707
1100	40.274	314.775	286.985	30.569	278.682	176.487	-8.381
1200	40.798	318.302	289.449	34.623	273.839	167.468	-7.290
1300	41.277	321.587	291.796	38.727	273.174	158.630	-6.374
1400	41.705	324.662	294.035	42.877	272.508	149.844	-5.591
1500	42.082	327.552	296.174	47.067	271.825	141.106	-4.914
1600	42.410	330.279	298.222	51.292	271.108	132.415	-4.323
1700	42.691	332.858	300.184	55.547	270.342	123.769	-3.803
1800	42.929	335.306	302.068	59.828	269.511	115.171	-3.342
1900	43.129	337.632	303.879	64.131	268.599	106.621	-2.931
2000	43.295	339.849	305.622	68.453	267.591	98.122	-2.563
2100	43.432	341.964	307.303	72.789	266.472	89.675	-2.231
2200	43.543	343.988	308.925	77.138	243.906	82.031	-1.948
2300	43.633	345.925	310.492	81.497	242.108	74.713	-1.697
2400	43.705	347.784	312.007	85.864	240.308	67.473	-1.469
2500	43.763	349.569	313.474	90.238	238.502	60.309	-1.260
2600	43.808	351.286	314.895	94.616	236.690	53.217	-1.069
2700	43.844	352.940	316.274	98.999	234.871	46.195	-0.894
2800	43.872	354.535	317.612	103.385	233.044	39.240	-0.732
2900	43.894	356.075	318.912	107.773	231.210	32.351	-0.583
3000	43.911	357.564	320.176	112.164	229.369	25.525	-0.444
3100	43.926	359.004	321.405	116.555	227.521	18.761	-0.316
3200	43.938	360.399	322.602	120.949	225.667	12.056	-0.197
3300	43.948	361.751	323.768	125.343	223.809	5.410	-0.086
3400	43.958	363.063	324.905	129.738	221.947	-1.181	0.018
3500	43.968	364.337	326.013	134.134	220.083	-7.716	0.115
3600	43.977	365.576	327.095	138.532	218.219	-14.198	0.206
3700	43.988	366.781	328.151	142.930	216.355	-20.628	0.291
3800	43.999	367.954	329.183	147.329	214.492	-27.009	0.371
3900	44.011	369.097	330.192	151.730	212.633	-33.340	0.447
4000	44.024	370.212	331.179	156.131	210.779	-39.623	0.517
4100	44.038	371.299	332.144	160.535	208.930	-45.860	0.584
4200	44.053	372.360	333.089	164.939	207.088	-52.052	0.647
4300	44.070	373.397	334.015	169.345	205.254	-58.201	0.707
4400	44.088	374.411	334.921	173.753	203.429	-64.306	0.763
4500	44.107	375.402	335.810	178.163	201.613	-70.371	0.817
4600	44.127	376.371	336.681	182.574	199.808	-76.395	0.867
4700	44.148	377.320	337.536	186.988	198.014	-82.380	0.916
4800	44.171	378.250	338.374	191.404	-364.705	-76.710	0.835
4900	44.194	379.161	339.197	195.822	-366.127	-70.695	0.754
5000	44.219	380.054	340.006	200.243	-367.553	-64.651	0.675
5100	44.244	380.930	340.799	204.666	-368.982	-58.579	0.600
5200	44.270	381.789	341.580	209.092	-370.412	-52.479	0.527
5300	44.296	382.633	342.346	213.520	-371.842	-46.351	0.457
5400	44.323	383.461	343.100	217.951	-373.269	-40.196	0.389
5500	44.351	384.275	343.841	222.385	-374.694	-34.015	0.323
5600	44.379	385.074	344.570	226.821	-376.113	-27.808	0.259
5700	44.408	385.860	345.288	231.261	-377.527	-21.576	0.198
5800	44.437	386.633	345.994	235.703	-378.933	-15.319	0.138
5900	44.466	387.392	346.689	240.148	-380.331	-9.038	0.080
6000	44.495	388.140	347.374	244.596	-381.720	-2.733	0.024
