Copper Chloride (CuCl)	Cl1Cu1(g)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-9.471	91.212	91.212	INFINITE
100	29.899	201.663	267.142	-6.548	92.010	82.298	-42.988
200	33.356	223.487	240.381	-3.379	91.647	72.692	-18.985
250	34.503	231.061	237.784	-1.681	91.373	67.985	-14.205
298.15	35.261	237.207	237.207	0.	91.086	63.506	-11.126
300	35.285	237.425	237.208	0.065	91.074	63.335	-11.028
350	35.830	242.908	237.639	1.844	90.757	58.736	-8.766
400	36.220	247.719	238.605	3.646	90.426	54.184	-7.076
450	36.509	252.003	239.860	5.464	90.081	49.675	-5.766
500	36.730	255.861	241.270	7.295	89.724	45.204	-4.722
600	37.044	262.587	244.279	10.985	88.978	36.369	-3.166
700	37.257	268.315	247.314	14.701	88.184	27.663	-2.064
800	37.415	273.300	250.257	18.435	87.344	19.074	-1.245
900	37.538	277.715	253.067	22.183	86.455	10.594	-0.615
1000	37.641	281.675	255.733	25.942	85.512	2.215	-0.116
1100	37.729	285.267	258.258	29.710	84.500	-6.067	0.288
1200	37.807	288.553	260.647	33.487	83.401	-14.252	0.620
1300	37.879	291.582	262.912	37.272	82.171	-22.341	0.898
1400	37.945	294.392	265.061	41.063	67.656	-29.923	1.116
1500	38.008	297.012	267.105	44.860	66.274	-36.845	1.283
1600	38.068	299.467	269.052	48.664	64.893	-43.674	1.426
1700	38.126	301.777	270.909	52.474	63.514	-50.418	1.549
1800	38.182	303.957	272.685	56.289	62.136	-57.080	1.656
1900	38.236	306.023	274.386	60.110	60.759	-63.665	1.750
2000	38.290	307.986	276.017	63.937	59.382	-70.178	1.833
2100	38.342	309.855	277.585	67.768	58.005	-76.622	1.906
2200	38.394	311.640	279.092	71.605	56.627	-83.001	1.971
2300	38.445	313.348	280.545	75.447	55.247	-89.317	2.028
2400	38.496	314.985	281.946	79.294	53.866	-95.573	2.080
2500	38.546	316.558	283.299	83.146	52.481	-101.771	2.126
2600	38.595	318.070	284.608	87.003	51.093	-107.913	2.168
2700	38.645	319.528	285.874	90.865	49.700	-114.003	2.206
2800	38.694	320.934	287.101	94.732	48.303	-120.040	2.239
2900	38.743	322.293	288.292	98.604	-253.302	-120.032	2.162
3000	38.792	323.607	289.447	102.481	-253.914	-115.426	2.010
3100	38.840	324.880	290.570	106.362	-254.581	-110.799	1.867
3200	38.889	326.114	291.661	110.249	-255.304	-106.150	1.733
3300	38.937	327.311	292.723	114.140	-256.081	-101.476	1.606
3400	38.985	328.474	293.758	118.036	-256.913	-96.779	1.487
3500	39.033	329.605	294.766	121.937	-257.798	-92.057	1.374
3600	39.081	330.705	295.749	125.843	-258.734	-87.308	1.267
3700	39.129	331.777	296.708	129.753	-259.719	-82.533	1.165
3800	39.176	332.821	297.645	133.668	-260.750	-77.730	1.068
3900	39.224	333.839	298.560	137.588	-261.825	-72.900	0.976
4000	39.272	334.833	299.455	141.513	-262.939	-68.042	0.889
4100	39.319	335.803	300.329	145.443	-264.089	-63.155	0.805
4200	39.367	336.751	301.185	149.377	-265.272	-58.240	0.724
4300	39.414	337.678	302.023	153.316	-266.484	-53.296	0.647
4400	39.462	338.585	302.844	157.260	-267.721	-48.324	0.574
4500	39.509	339.472	303.648	161.209	-268.980	-43.324	0.503
4600	39.556	340.341	304.436	165.162	-270.256	-38.295	0.435
4700	39.604	341.192	305.209	169.120	-271.547	-33.239	0.369
4800	39.651	342.027	305.968	173.083	-272.850	-28.155	0.306
4900	39.698	342.845	306.712	177.050	-274.160	-23.043	0.246
5000	39.745	343.647	307.443	181.022	-275.476	-17.905	0.187
5100	39.793	344.435	308.160	184.999	-276.795	-12.740	0.130
5200	39.840	345.208	308.865	188.981	-278.114	-7.550	0.076
5300	39.887	345.967	309.558	192.967	-279.431	-2.334	0.023
5400	39.934	346.713	310.239	196.958	-280.744	2.906	-0.028
5500	39.981	347.446	310.909	200.954	-282.053	8.171	-0.078
5600	40.028	348.167	311.568	204.954	-283.354	13.460	-0.126
5700	40.075	348.876	312.216	208.959	-284.647	18.771	-0.172
5800	40.122	349.573	312.855	212.969	-285.932	24.106	-0.217
5900	40.169	350.260	313.483	216.984	-287.208	29.462	-0.261
6000	40.216	350.935	314.101	221.003	-288.473	34.840	-0.303
