Barium Chloride (BaCl)	Ba1Cl1(g)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-9.878	-140.631	-140.631	INFINITE
100	31.691	221.045	290.084	-6.904	-140.812	-150.058	78.382
200	35.235	244.313	261.945	-3.526	-141.498	-159.035	41.536
250	35.986	252.263	259.241	-1.744	-141.864	-163.379	34.136
298.15	36.436	258.643	258.643	0.	-142.256	-167.488	29.343
300	36.450	258.868	258.644	0.067	-142.272	-167.644	29.189
350	36.757	264.512	259.089	1.898	-142.747	-171.837	25.645
400	36.973	269.435	260.081	3.742	-143.350	-175.953	22.977
450	37.132	273.799	261.367	5.594	-144.162	-179.983	20.892
500	37.256	277.718	262.810	7.454	-145.241	-183.907	19.213
600	37.438	284.528	265.879	11.189	-147.944	-191.378	16.661
700	37.570	290.309	268.966	14.940	-149.844	-198.478	14.811
800	37.676	295.333	271.955	18.703	-152.258	-205.255	13.402
900	37.765	299.776	274.804	22.475	-154.253	-211.760	12.290
1000	37.846	303.759	277.504	26.255	-156.247	-218.043	11.389
1100	37.921	307.370	280.057	30.044	-166.610	-223.306	10.604
1200	37.995	310.673	282.473	33.840	-168.837	-228.361	9.940
1300	38.072	313.717	284.761	37.643	-170.962	-233.235	9.371
1400	38.156	316.541	286.931	41.454	-173.007	-237.948	8.878
1500	38.252	319.177	288.994	45.275	-174.990	-242.517	8.445
1600	38.364	321.649	290.959	49.105	-176.932	-246.955	8.062
1700	38.496	323.979	292.833	52.948	-178.851	-251.273	7.721
1800	38.652	326.184	294.625	56.805	-180.767	-255.478	7.414
1900	38.835	328.278	296.342	60.679	-182.698	-259.576	7.136
2000	39.046	330.275	297.989	64.573	-184.662	-263.571	6.884
2100	39.287	332.186	299.572	68.489	-186.679	-267.467	6.653
2200	39.557	334.020	301.097	72.431	-328.289	-265.891	6.313
2300	39.856	335.785	302.567	76.402	-329.632	-263.025	5.973
2400	40.183	337.488	303.986	80.404	-331.174	-260.097	5.661
2500	40.535	339.135	305.360	84.439	-332.915	-257.100	5.372
2600	40.909	340.732	306.689	88.511	-334.848	-254.030	5.104
2700	41.304	342.284	307.979	92.622	-336.962	-250.882	4.854
2800	41.716	343.793	309.231	96.773	-339.239	-247.653	4.620
2900	42.143	345.264	310.449	100.966	-341.661	-244.339	4.401
3000	42.581	346.700	311.633	105.202	-344.205	-240.940	4.195
3100	43.027	348.104	312.787	109.482	-346.846	-237.455	4.001
3200	43.478	349.477	313.912	113.807	-349.561	-233.883	3.818
3300	43.933	350.822	315.010	118.178	-352.319	-230.226	3.644
3400	44.387	352.140	316.083	122.594	-355.106	-226.485	3.480
3500	44.839	353.433	317.132	127.055	-357.898	-222.661	3.323
3600	45.287	354.703	318.158	131.561	-360.677	-218.758	3.174
3700	45.728	355.950	319.163	136.112	-363.425	-214.777	3.032
3800	46.161	357.175	320.147	140.707	-366.128	-210.724	2.897
3900	46.585	358.380	321.112	145.344	-368.775	-206.599	2.767
4000	46.998	359.564	322.058	150.023	-371.356	-202.408	2.643
4100	47.399	360.730	322.987	154.743	-373.864	-198.153	2.525
4200	47.787	361.877	323.900	159.503	-376.294	-193.838	2.411
4300	48.162	363.005	324.796	164.300	-378.646	-189.466	2.302
4400	48.523	364.117	325.677	169.135	-380.916	-185.040	2.197
4500	48.869	365.211	326.543	174.005	-383.103	-180.564	2.096
4600	49.200	366.289	327.396	178.908	-385.203	-176.040	1.999
4700	49.516	367.350	328.235	183.844	-387.203	-171.474	1.906
4800	49.817	368.396	329.060	188.811	-389.145	-166.863	1.816
4900	50.103	369.426	329.874	193.807	-391.005	-162.213	1.729
5000	50.374	370.441	330.675	198.831	-392.798	-157.526	1.646
5100	50.631	371.441	331.465	203.881	-394.499	-152.806	1.565
5200	50.873	372.427	332.243	208.957	-396.152	-148.050	1.487
5300	51.101	373.398	333.010	214.055	-397.741	-143.264	1.412
5400	51.315	374.355	333.767	219.176	-399.272	-138.448	1.339
5500	51.515	375.299	334.514	224.318	-400.714	-133.608	1.269
5600	51.703	376.229	335.250	229.479	-402.074	-128.746	1.201
5700	51.878	377.145	335.977	234.658	-403.433	-123.853	1.135
5800	52.040	378.049	336.695	239.854	-404.719	-118.940	1.071
5900	52.191	378.940	337.403	245.066	-405.840	-114.022	1.009
6000	52.331	379.818	338.103	250.292	-407.044	-109.066	0.950
