Strontium Fluoride (SrF2)	F2Sr1(cr)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-13.075	-1214.807	-1214.807	INFINITE
100	36.671	21.017	137.682	-11.666	-1217.805	-1200.065	626.850
200	61.636	55.736	88.303	-6.513	-1218.070	-1182.045	308.718
298.15	69.985	82.123	82.123	0.	-1217.126	-1164.544	204.023
300	70.103	82.556	82.125	0.130	-1217.104	-1164.218	202.708
400	74.726	103.406	84.936	7.388	-1215.793	-1146.781	149.754
500	77.320	120.379	90.380	14.999	-1214.376	-1129.691	118.018
600	78.827	134.616	96.599	22.810	-1212.968	-1112.887	96.885
700	79.914	146.849	102.924	30.748	-1211.616	-1096.315	81.808
800	80.960	157.585	109.099	38.789	-1210.324	-1079.932	70.512
900	82.341	167.180	115.028	46.937	-1209.705	-1063.636	61.732
1000	85.772	176.024	120.691	55.334	-1208.031	-1047.493	54.715
1100	90.207	184.388	126.104	64.113	-1213.908	-1031.169	48.966
1200	97.069	192.513	131.300	73.455	-1212.258	-1014.624	44.165
1300	108.784	200.659	136.321	83.640	-1209.788	-998.246	40.110
1400	143.930	209.735	141.230	95.907	-1205.258	-982.123	36.643
1421.000	165.687	212.027	142.259	99.141	ALPHA <--> BETA
1421.000	165.268	212.027	142.259	99.141	TRANSITION
1484.000	165.268	219.197	145.374	109.553	UNDEFINED
1484.000	165.268	219.197	145.374	109.553	TRANSITION
1500	154.808	220.911	146.171	112.110	-1196.812	-966.475	33.656
1600	125.938	229.799	151.132	125.867	-1190.831	-951.330	31.058
1700	113.805	237.012	155.978	137.758	-1323.645	-935.314	28.739
1750.000	109.441	240.249	158.340	143.342	BETA <--> LIQUID
1800	107.320	243.303	160.658	148.762	1318.587  912.620 26.484
1900	102.717	248.976	165.159	159.251	-1314.061	-890.192	24.473
2000	99.579	254.159	169.481	169.356	-1309.937	-867.991	22.670
2100	97.696	258.969	173.629	179.213	-1306.079	-845.990	21.043
2200	96.650	263.487	177.612	188.925	-1302.384	-824.168	19.568
2300	96.232	267.772	181.440	198.565	-1298.783	-802.511	18.226
2400	96.232	271.868	185.123	208.189	-1295.222	-781.011	16.998
2500	96.232	275.796	188.672	217.812	-1291.689	-759.658	15.872
