Titanium Oxide, Alpha (Ti3O5)	O5Ti3(cr)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.000	0.000	INFINITE	-23.108	-2446.057	-2446.057	INFINITE
100	46.116	21.062	237.166	-21.610	-2453.501	-2409.803	1258.752
200	114.445	75.659	142.352	-13.339	-2458.258	-2363.911	617.390
298.15	154.808	129.369	129.369	0.000	-2459.146	-2317.293	405.980
300	155.477	130.329	129.372	0.287	-2459.135	-2316.413	403.323
400	182.841	179.228	135.852	17.350	-2457.340	-2269.052	296.308
450	189.954	201.217	141.909	26.688	-2455.868	-2245.602	260.663
500	194.138	221.452	148.866	36.293	-2454.266	-2222.324	232.165
600	200.832	257.461	164.038	56.054	-2450.880	-2176.251	189.459
700	206.062	288.828	179.673	76.409	-2447.326	-2130.758	158.999
800	210.037	316.611	195.087	97.219	-2443.632	-2085.786	136.188
900	213.384	341.551	209.999	118.397	-2439.941	-2041.278	118.473
1000	215.894	364.163	224.302	139.861	-2436.495	-1997.170	104.321
1100	218.405	384.861	237.971	161.579	-2433.495	-1953.386	92.759
1200	220.497	403.954	251.017	183.524	-2442.906	-1909.496	83.118
1300	222.589	421.689	263.472	205.682	-2438.647	-1865.218	74.945
1400	224.262	438.246	275.371	228.025	-2434.515	-1821.264	67.952
1500	225.936	453.775	286.752	250.535	-2430.558	-1777.600	61.902
