Bromine Fluoride (BrF5)	Br1F5(g)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-19.180	-413.581	-413.581	INFINITE
100	47.334	243.616	398.823	-15.521	-418.586	-397.662	207.717
200	80.797	287.176	332.382	-9.041	-421.879	-375.246	98.004
250	92.816	306.562	325.307	-4.686	-422.688	-363.487	75.946
298.15	101.404	323.682	323.682	0.	-428.718	-351.379	61.560
300	101.685	324.310	323.684	0.188	-428.745	-350.899	61.097
350	108.182	340.499	324.948	5.443	-443.787	-337.105	50.310
400	112.985	355.274	327.829	10.978	-443.243	-321.901	42.036
450	116.590	368.799	331.640	16.721	-442.588	-306.771	35.609
500	119.343	381.232	335.986	22.623	-441.858	-291.719	30.476
600	123.169	403.356	345.417	34.763	-440.261	-261.839	22.795
700	125.618	422.540	355.095	47.211	-438.561	-232.235	17.330
800	127.270	439.429	364.603	59.861	-436.812	-202.879	13.247
900	128.431	454.490	373.768	72.649	-435.041	-173.744	10.084
1000	129.277	468.067	382.531	85.537	-433.265	-144.806	7.564
1100	129.911	480.420	390.877	98.497	-431.496	-116.046	5.511
1200	130.398	491.745	398.817	111.514	-429.740	-87.447	3.806
1300	130.780	502.198	406.373	124.573	-428.004	-58.993	2.370
1400	131.085	511.902	413.568	137.667	-426.291	-30.672	1.144
1500	131.332	520.954	420.429	150.789	-424.606	-2.472	0.086
1600	131.535	529.437	426.979	163.932	-422.948	25.616	-0.836
1700	131.704	537.416	433.243	177.094	-421.320	53.601	-1.647
1800	131.846	544.949	439.242	190.272	-419.719	81.491	-2.365
1900	131.966	552.080	444.995	203.463	-418.142	109.293	-3.005
2000	132.069	558.852	450.520	216.665	-416.586	137.013	-3.578
2100	132.158	565.298	455.833	229.876	-415.044	164.654	-4.096
2200	132.235	571.448	460.950	243.096	-413.510	192.223	-4.564
2300	132.302	577.327	465.883	256.323	-411.976	219.723	-4.990
2400	132.361	582.959	470.644	269.556	-410.435	247.155	-5.379
2500	132.413	588.364	475.246	282.795	-408.878	274.522	-5.736
2600	132.460	593.558	479.697	296.038	-407.297	301.827	-6.064
2700	132.501	598.558	484.007	309.287	-405.682	329.071	-6.366
2800	132.538	603.377	488.185	322.539	-404.028	356.253	-6.646
2900	132.571	608.029	492.238	335.794	-402.325	383.377	-6.905
3000	132.601	612.524	496.173	349.053	-400.567	410.440	-7.146
3100	132.628	616.872	499.997	362.314	-398.748	437.443	-7.371
3200	132.653	621.083	503.715	375.578	-396.861	464.387	-7.580
3300	132.676	625.166	507.334	388.845	-394.903	491.271	-7.776
3400	132.696	629.127	510.858	402.113	-392.868	518.095	-7.960
3500	132.715	632.973	514.292	415.384	-390.753	544.857	-8.132
3600	132.732	636.712	517.641	428.656	-388.555	571.559	-8.293
3700	132.748	640.349	520.909	441.930	-386.271	598.197	-8.445
3800	132.763	643.890	524.099	455.206	-383.900	624.772	-8.588
3900	132.776	647.338	527.215	468.483	-381.439	651.285	-8.723
4000	132.789	650.700	530.260	481.761	-378.889	677.733	-8.850
4100	132.800	653.979	533.238	495.040	-376.248	704.115	-8.971
4200	132.811	657.180	536.151	508.321	-373.516	730.433	-9.084
4300	132.821	660.305	539.002	521.603	-370.695	756.684	-9.192
4400	132.831	663.358	541.794	534.885	-367.783	782.869	-9.294
4500	132.839	666.344	544.528	548.169	-364.782	808.987	-9.390
4600	132.848	669.263	547.208	561.453	-361.693	835.036	-9.482
4700	132.855	672.120	549.836	574.738	-358.518	861.018	-9.569
4800	132.862	674.918	552.413	588.024	-355.256	886.932	-9.652
4900	132.869	677.657	554.941	601.311	-351.911	912.776	-9.730
5000	132.876	680.342	557.422	614.598	-348.483	938.551	-9.805
5100	132.882	682.973	559.858	627.886	-344.975	964.257	-9.876
5200	132.887	685.553	562.250	641.174	-341.387	989.894	-9.944
5300	132.893	688.085	564.601	654.463	-337.723	1015.461	-10.008
5400	132.898	690.569	566.911	667.753	-333.983	1040.957	-10.069
5500	132.902	693.007	569.181	681.043	-330.169	1066.383	-10.128
5600	132.907	695.402	571.414	694.333	-326.285	1091.741	-10.183
5700	132.911	697.754	573.610	707.624	-322.330	1117.027	-10.236
5800	132.915	700.066	575.770	720.916	-318.308	1142.243	-10.287
5900	132.919	702.338	577.896	734.207	-314.220	1167.392	-10.335
6000	132.923	704.572	579.989	747.499	-310.068	1192.468	-10.381
