Sodium Tetrahydroborate (NaBH4)	B1H4Na1(cr)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-16.288	-183.530	-183.530	INFINITE
100	40.158	26.309	172.080	-14.577	-189.180	-169.254	88.409
200	71.446	69.772	108.872	-7.820	-190.599	-148.166	38.697
298.15	86.483	101.387	101.387	0.	-191.836	-127.060	22.260
300	86.642	101.922	101.388	0.160	-191.856	-126.658	22.053
400	94.558	127.958	104.885	9.229	-195.583	-104.556	13.654
500	101.797	149.845	111.743	19.051	-196.439	-81.690	8.534
600	108.617	169.013	119.722	29.575	-196.771	-58.700	5.110
700	115.269	186.259	128.014	40.771	-196.558	-35.697	2.664
800	120.248	201.987	136.293	52.555	-195.870	-12.759	0.833
900	124.265	216.397	144.404	64.793	-194.851	10.071	-0.585
1000	127.445	229.654	152.275	77.379	-193.622	32.776	-1.712
1100	130.039	241.923	159.874	90.253	-192.264	55.351	-2.628
1200	131.754	253.314	167.192	103.346	-287.627	80.239	-3.493
1300	132.675	263.902	174.229	116.575	-285.360	110.802	-4.452
1400	133.135	273.754	180.990	129.869	-283.162	141.193	-5.268
1500	133.302	282.945	187.485	143.191	-281.069	171.431	-5.970
1600	133.428	291.553	193.723	156.528	-279.090	201.532	-6.579
1700	133.511	299.644	199.718	169.875	-277.224	231.513	-7.114
1800	133.553	307.276	205.483	183.228	-275.473	261.388	-7.585
1900	133.679	314.500	211.033	196.589	-273.829	291.168	-8.005
2000	133.888	321.362	216.379	209.966	-272.279	320.864	-8.380
