T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     292.625                 -396.843              
200     213.936                 -397.188              
298.15  204.585                 -397.480              
300     204.587                 -397.486              
400     208.690                 -422.002              
500     216.490                 -486.315              
600     225.255                 -483.987              
700     234.068                 -481.726              
800     242.593                 -479.544              
900     250.715                 -477.454              
1000    258.407                 -475.474              
1100    265.679                 -473.620              
1200    272.555                 -475.614              
1300    279.064                 -473.500              
1400    285.235                 -471.470              
1500    291.097                 -469.548              
1600    296.675                 -467.761              
1700    301.994                 -466.131              
1800    307.074                 -464.679              
1900    311.936                 -463.423              
2000    316.595                 -462.373              
