T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     301.119                 -257.273              
200     268.467                 -259.604              
250     265.173                 -260.791              
298.15  264.421                 -261.918              
300     264.422                 -261.961              
350     265.012                 -263.069              
400     266.374                 -264.093              
450     268.205                 -265.026              
500     270.331                 -265.869              
600     275.075                 -267.301              
700     280.115                 -268.430              
800     285.225                 -269.297              
900     290.293                 -269.942              
1000    295.262                 -270.401              
1100    300.104                 -270.706              
1200    304.805                 -270.887              
1300    309.361                 -270.968              
1400    313.771                 -270.972              
1500    318.040                 -270.915              
1600    322.172                 -270.812              
1700    326.172                 -270.675              
1800    330.046                 -270.514              
1900    333.799                 -270.335              
2000    337.439                 -270.145              
2100    340.970                 -269.948              
2200    344.398                 -269.749              
2300    347.728                 -269.549              
2400    350.965                 -269.352              
2500    354.113                 -269.159              
2600    357.176                 -268.971              
2700    360.160                 -268.789              
2800    363.067                 -268.614              
2900    365.901                 -268.445              
3000    368.666                 -268.285              
3100    371.364                 -268.131              
3200    373.999                 -267.985              
3300    376.573                 -267.847              
3400    379.090                 -267.715              
3500    381.550                 -267.590              
3600    383.958                 -267.470              
3700    386.314                 -267.356              
3800    388.622                 -267.247              
3900    390.882                 -267.142              
4000    393.097                 -267.040              
4100    395.268                 -266.941              
4200    397.398                 -266.843              
4300    399.487                 -266.747              
4400    401.537                 -266.652              
4500    403.550                 -266.556              
4600    405.527                 -266.459              
4700    407.469                 -266.360              
4800    409.377                 -266.259              
4900    411.252                 -266.154              
5000    413.096                 -266.046              
5100    414.909                 -265.933              
5200    416.693                 -265.814              
5300    418.448                 -265.690              
5400    420.176                 -265.560              
5500    421.877                 -265.422              
5600    423.551                 -265.276              
5700    425.201                 -265.121              
5800    426.826                 -264.958              
5900    428.427                 -264.784              
6000    430.005                 -264.600              
