T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  245.847                 -3317.640             
300     245.851                 -3317.620             
400     254.178                 -3315.832             
500     270.709                 -3322.416             
600     290.028                 -3318.976             
700     310.087                 -3314.421             
800     330.738                 -3300.936             
900     351.811                 -3287.731             
1000    372.675                 -3285.392             
1100    393.022                 3272.388              
1200    412.708                 -3259.446             
1300    431.675                 -3246.563             
1400    449.911                 -3233.726             
1500    467.430                 -3220.923             
1600    484.260                 -3208.150             
1700    500.433                 -3631.111             
1800    515.987                 -3616.124             
1900    530.955                 -3601.178             
2000    545.374                 -3586.265             
2100    559.277                 -3571.378             
2200    572.696                 -3556.510             
2300    585.658                 -3541.653             
2400    598.193                 -3526.799             
2500    610.324                 -3511.942             
2600    622.077                 -3497.076             
2700    633.471                 -3482.194             
2800    644.528                 -3761.194             
2900    655.265                 -3745.173             
3000    665.700                 -3729.127             
