T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  154.843                 -705.098              
300     154.845                 -705.146              
400     157.888                 -734.555              
500     163.701                 -733.082              
600     170.287                 -731.556              
700     177.342                 -726.689              
800     184.719                 -721.942              
900     192.077                 -717.941              
1000    199.260                 -713.110              
1100    206.196                 -716.190              
1200    212.860                 -712.289              
1300    219.245                 -708.397              
1400    225.358                 -704.513              
1500    231.211                 -700.640              
1600    236.817                 -696.776              
1700    242.193                 -829.838              
1800    247.351                 -824.139              
1900    252.307                 -818.460              
2000    257.074                 -812.806              
2100    261.664                 -807.183              
2200    266.089                 -801.596              
2300    270.359                 -796.053              
2400    274.484                 -790.561              
2500    278.473                 -785.127              
2600    282.335                 -779.761              
2700    286.076                 -774.471              
2800    289.704                 -769.265              
2900    293.225                 -764.152              
3000    296.645                 -759.140              
