T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     331.278                 66.060                
200     285.819                 61.657                
250     281.073                 60.250                
298.15  279.992                 58.907                
300     279.993                 58.854                
350     280.827                 54.568                
400     282.717                 52.907                
450     285.206                 51.353                
500     288.032                 49.879                
600     294.136                 47.100                
700     300.369                 44.472                
800     306.468                 41.943                
900     312.331                 39.482                
1000    317.923                 37.068                
1100    323.238                 34.689                
1200    328.287                 -221.952              
1300    333.085                 -221.184              
1400    337.649                 -220.420              
1500    341.996                 -219.659              
1600    346.143                 -218.902              
1700    350.106                 -218.148              
1800    353.898                 -217.398              
1900    357.532                 -216.653              
2000    361.020                 -215.911              
2100    364.374                 -215.174              
2200    367.601                 -214.440              
2300    370.712                 -213.711              
2400    373.713                 -212.987              
2500    376.612                 -212.266              
2600    379.416                 -211.550              
2700    382.130                 -210.839              
2800    384.760                 -210.131              
2900    387.311                 -209.429              
3000    389.787                 -208.730              
3100    392.193                 -208.036              
3200    394.531                 -207.346              
3300    396.807                 -206.661              
3400    399.023                 -205.980              
3500    401.182                 -205.303              
3600    403.286                 -204.631              
3700    405.340                 -203.964              
3800    407.344                 -203.300              
3900    409.302                 -202.641              
4000    411.215                 -201.987              
4100    413.085                 -201.337              
4200    414.914                 -200.692              
4300    416.704                 -200.051              
4400    418.457                 -199.414              
4500    420.174                 -198.782              
4600    421.856                 -198.154              
4700    423.506                 -197.531              
4800    425.123                 -196.912              
4900    426.709                 -196.298              
5000    428.266                 -195.688              
5100    429.795                 -195.082              
5200    431.296                 -194.481              
5300    432.771                 -193.885              
5400    434.220                 -193.293              
5500    435.644                 -192.705              
5600    437.044                 -192.122              
5700    438.422                 -191.543              
5800    439.777                 -190.969              
5900    441.110                 -190.399              
6000    442.422                 -189.834              
