T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     431.836                 -1178.595             
200     358.442                 -1181.957             
250     350.923                 -1183.042             
298.15  349.210                 -1183.821             
300     349.212                 -1183.846             
350     350.539                 -1184.404             
400     353.566                 -1184.752             
450     357.578                 -1184.923             
500     362.167                 -1184.948             
600     372.177                 -1184.637             
700     382.530                 -1183.937             
800     392.788                 -1182.911             
900     402.764                 -1181.609             
1000    412.386                 -1180.069             
1100    421.633                 -1178.330             
1200    430.507                 -1176.428             
1300    439.022                 -1174.394             
1400    447.197                 -1172.257             
1500    455.052                 -1170.039             
1600    462.606                 -1167.761             
1700    469.880                 -1165.437             
1800    476.890                 -1163.079             
1900    483.654                 -1160.695             
2000    490.188                 -1158.288             
2100    496.505                 -1155.862             
2200    502.619                 -1153.417             
2300    508.542                 -1150.951             
2400    514.285                 -1148.462             
2500    519.858                 -1145.947             
2600    525.270                 -1143.403             
2700    530.531                 -1140.826             
2800    535.648                 -1138.211             
2900    540.629                 -1135.557             
3000    545.481                 -1132.860             
3100    550.210                 -1130.117             
3200    554.821                 -1127.327             
3300    559.322                 -1124.487             
3400    563.716                 -1121.598             
3500    568.008                 -1118.657             
3600    572.204                 -1115.665             
3700    576.306                 -1112.622             
3800    580.320                 -1109.529             
3900    584.249                 -1106.386             
4000    588.096                 -1103.193             
4100    591.865                 -1099.953             
4200    595.559                 -1096.667             
4300    599.180                 -1093.336             
4400    602.732                 -1089.961             
4500    606.217                 -1086.543             
4600    609.637                 -1083.085             
4700    612.995                 -1079.588             
4800    616.293                 -1076.052             
4900    619.533                 -1072.480             
5000    622.717                 -1068.871             
5100    625.847                 -1065.228             
5200    628.925                 -1061.551             
5300    631.952                 -1057.841             
5400    634.931                 -1054.098             
5500    637.862                 -1050.323             
5600    640.747                 -1046.515             
5700    643.587                 -1042.676             
5800    646.384                 -1038.806             
5900    649.140                 -1034.903             
6000    651.855                 -1030.968             
