T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     264.960                 -285.163              
200     233.623                 -284.807              
250     230.514                 -284.646              
298.15  229.814                 -284.512              
300     229.815                 -284.507              
350     230.351                 -284.388              
400     231.567                 -284.292              
450     233.174                 -284.217              
500     235.007                 -284.160              
600     238.999                 -284.093              
700     243.122                 -284.080              
800     247.200                 -284.116              
900     251.158                 -284.200              
1000    254.964                 -284.329              
1100    258.610                 -284.502              
1200    262.094                 -284.719              
1300    265.425                 -284.978              
1400    268.608                 -285.280              
1500    271.654                 -285.624              
1600    274.571                 -286.013              
1700    277.368                 -286.446              
1800    280.053                 -286.924              
1900    282.634                 -287.449              
2000    285.118                 -288.019              
2100    287.511                 -288.637              
2200    289.819                 -289.302              
2300    292.048                 -290.016              
2400    294.203                 -341.036              
2500    296.288                 -341.923              
2600    298.308                 -342.824              
2700    300.266                 -343.741              
2800    302.166                 -344.672              
2900    304.011                 -345.617              
3000    305.804                 -346.575              
3100    307.548                 -347.547              
3200    309.246                 -348.531              
3300    310.900                 -349.526              
3400    312.511                 -350.532              
3500    314.083                 -351.548              
3600    315.617                 -352.572              
3700    317.115                 -353.604              
3800    318.579                 -354.644              
3900    320.009                 -355.690              
4000    321.408                 -356.741              
4100    322.777                 -357.798              
4200    324.117                 -838.708              
4300    325.430                 -838.686              
4400    326.716                 -838.669              
4500    327.977                 -838.657              
4600    329.214                 -838.650              
4700    330.427                 -838.649              
4800    331.618                 -838.653              
4900    332.787                 -838.664              
5000    333.935                 -838.680              
5100    335.063                 -838.705              
5200    336.172                 -838.736              
5300    337.262                 -838.777              
5400    338.333                 -838.828              
5500    339.388                 -838.889              
5600    340.425                 -838.962              
5700    341.447                 -839.048              
5800    342.452                 -839.149              
5900    343.443                 -839.266              
6000    344.418                 -839.400              
