T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  98.324                  -1041.816             
300     98.326                  -1041.780             
400     102.176                 -1039.270             
500     109.462                 -1037.598             
600     117.536                 -1036.268             
700     125.619                 -1035.177             
800     133.438                 -1034.335             
900     140.902                 -1033.850             
1000    147.993                 -1034.011             
1100    154.722                 -1034.986             
1200    161.111                 -1035.323             
1300    167.187                 -1033.923             
1400    172.976                 -1032.513             
1500    178.502                 -1031.091             
1600    183.788                 -1029.654             
1700    188.854                 -1029.151             
1800    193.719                 -1028.012             
1900    198.400                 -1040.947             
2000    202.910                 -1039.994             
