T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     273.654                 -99.805               
200     242.134                 -100.851              
250     238.952                 -101.299              
298.15  238.228                 -101.671              
300     238.229                 -101.684              
350     238.790                 -102.013              
400     240.071                 -102.297              
450     241.773                 -102.553              
500     243.724                 -102.789              
600     247.999                 -103.226              
700     252.446                 -103.631              
800     256.877                 -104.006              
900     261.208                 -104.349              
1000    265.404                 -104.662              
1100    269.452                 -104.946              
1200    273.348                 -105.204              
1300    277.098                 -105.439              
1400    280.706                 -105.657              
1500    284.180                 -105.862              
1600    287.527                 -106.057              
1700    290.755                 -106.248              
1800    293.870                 -106.437              
1900    296.880                 -106.628              
2000    299.790                 -106.824              
2100    302.607                 -107.028              
2200    305.336                 -107.241              
2300    307.981                 -107.465              
2400    310.548                 -107.702              
2500    313.041                 -107.954              
2600    315.464                 -108.220              
2700    317.820                 -108.504              
2800    320.113                 -108.804              
2900    322.346                 -109.122              
3000    324.522                 -109.459              
3100    326.644                 -109.814              
3200    328.714                 -110.189              
3300    330.735                 -110.583              
3400    332.709                 -110.997              
3500    334.638                 -111.430              
3600    336.524                 -111.884              
3700    338.369                 -112.358              
3800    340.175                 -112.852              
3900    341.943                 -113.367              
4000    343.674                 -113.903              
4100    345.371                 -114.459              
4200    347.034                 -115.037              
4300    348.665                 -115.635              
4400    350.265                 -116.255              
4500    351.835                 -116.895              
4600    353.377                 -117.558              
4700    354.890                 -118.241              
4800    356.377                 -118.947              
4900    357.838                 -119.674              
5000    359.274                 -120.424              
5100    360.686                 -121.196              
5200    362.074                 -121.990              
5300    363.440                 -122.806              
5400    364.784                 -123.646              
5500    366.107                 -124.508              
5600    367.409                 -125.393              
5700    368.691                 -126.302              
5800    369.954                 -127.234              
5900    371.198                 -128.190              
6000    372.424                 -129.170              
