T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  123.044                 -2113.878             
300     123.046                 -2113.895             
400     127.972                 -2114.149             
500     137.817                 -2113.528             
600     149.351                 -2112.482             
700     161.323                 -2111.235             
800     173.206                 -2109.918             
900     184.773                 -2108.615             
1000    195.930                 -2124.574             
1100    206.648                 -2123.489             
1200    216.928                 -2122.224             
1300    226.785                 -2120.789             
1400    236.242                 -2374.015             
1500    245.367                 -2367.777             
1600    254.206                 -2361.633             
1700    262.759                 -2405.758             
1800    271.032                 -2399.565             
1900    279.035                 -2393.419             
2000    286.776                 -2387.319             
2100    294.269                 -2381.266             
2200    301.525                 2375.259              
2300    308.555                 -2369.298             
2400    315.370                 -2363.384             
2500    321.982                 -2357.515             
2600    328.401                 -2351.693             
2700    334.637                 -2345.917             
2800    340.699                 -2340.189             
2900    346.595                 -2334.508             
3000    352.333                 -2328.877             
3100    357.922                 -2323.296             
3200    363.368                 -2317.767             
3300    368.679                 -2312.291             
3400    373.860                 -2306.872             
3500    378.917                 -2301.510             
3600    383.855                 -2680.362             
3700    388.681                 -2674.711             
3800    393.399                 -2669.130             
3900    398.013                 -2663.620             
4000    402.528                 -2658.186             
