T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     247.175                 45.533                
200     222.620                 44.768                
298.15  219.717                 43.932                
300     219.717                 43.917                
400     221.013                 43.131                
500     223.508                 42.301                
600     226.348                 41.330                
700     229.233                 40.172                
800     232.047                 37.960                
900     234.747                 36.412                
1000    237.317                 34.569                
1100    239.760                 32.428                
1200    242.079                 22.266                
1300    244.286                 20.797                
1400    246.389                 19.378                
1500    248.399                 18.035                
1600    250.326                 16.792                
1700    252.179                 15.674                
1800    253.967                 -133.969              
1900    255.698                 -133.357              
2000    257.378                 -132.567              
2100    259.015                 -131.592              
2200    260.612                 -130.433              
2300    262.174                 -129.098              
2400    263.706                 -127.601              
2500    265.209                 -125.962              
2600    266.686                 -124.204              
2700    268.139                 -122.357              
2800    269.569                 -120.451              
2900    270.977                 -118.515              
3000    272.363                 -116.582              
3100    273.728                 -114.681              
3200    275.072                 -112.839              
3300    276.395                 -111.082              
3400    277.697                 -109.433              
3500    278.978                 -107.913              
3600    280.239                 -106.538              
3700    281.478                 -105.323              
3800    282.698                 -104.281              
3900    283.896                 -103.420              
4000    285.075                 -102.750              
4100    286.233                 -102.274              
4200    287.371                 -101.997              
4300    288.490                 -101.920              
4400    289.589                 -102.040              
4500    290.670                 -102.344              
4600    291.731                 -102.851              
4700    292.775                 -103.554              
4800    293.800                 -104.443              
4900    294.808                 -105.514              
5000    295.799                 -106.760              
5100    296.773                 -108.175              
5200    297.731                 -109.748              
5300    298.673                 -111.478              
5400    299.600                 -113.355              
5500    300.511                 -115.371              
5600    301.408                 -117.507              
5700    302.290                 -119.775              
5800    303.158                 -122.158              
5900    304.013                 -124.648              
6000    304.854                 -127.237              
