T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  241.291                 -119.085              
300     241.293                 -119.093              
400     245.506                 -135.435              
500     253.599                 -177.873              
600     265.824                 -147.600              
700     282.053                 -260.675              
800     296.669                 -254.971              
900     309.937                 -249.279              
1000    322.069                 -243.598              
1100    333.238                 -237.931              
1200    343.580                 -232.281              
1300    353.206                 -226.654              
1400    362.207                 -221.059              
1500    370.659                 -215.503              
