T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     52.212                  -598.962              
200     30.037                  -600.646              
298.15  26.924                  -601.241              
300     26.925                  -601.245              
400     28.460                  -601.268              
500     31.513                  -601.046              
600     35.072                  -600.738              
700     38.746                  -600.426              
800     42.374                  -600.156              
900     45.888                  -599.962              
1000    49.262                  -608.462              
1100    52.488                  -608.496              
1200    55.569                  -608.495              
1300    58.512                  -608.461              
1400    61.325                  -735.804              
1500    64.017                  -734.355              
1600    66.596                  -732.877              
1700    69.071                  -731.371              
1800    71.449                  -729.837              
1900    73.737                  -728.277              
2000    75.942                  -726.690              
2100    78.070                  -725.079              
2200    80.125                  -723.442              
2300    82.114                  -721.781              
2400    84.039                  -720.097              
2500    85.905                  -718.389              
2600    87.716                  -716.659              
2700    89.476                  -714.906              
2800    91.187                  -713.132              
2900    92.851                  -711.338              
3000    94.473                  -709.524              
3100    96.053                  -707.689              
3200    97.595                  705.840               
3300    99.100                  -703.975              
3400    100.570                 -702.095              
3500    102.007                 -700.203              
3600    103.412                 -698.299              
3700    104.788                 -696.387              
3800    106.135                 -694.467              
3900    107.454                 -692.542              
4000    108.748                 -690.613              
