T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  149.021                 -271.514              
300     149.023                 -271.477              
400     152.147                 -269.489              
500     158.137                 -267.539              
600     164.925                 -265.667              
700     171.797                 -263.849              
800     178.600                 -261.233              
900     185.271                 -258.381              
1000    191.712                 -255.774              
1100    197.885                 253.444               
1200    203.782                 -251.426              
1300    209.408                 -249.865              
1400    214.775                 -248.888              
1500    219.899                 -246.910              
1600    224.797                 -244.688              
1700    229.483                 -242.375              
1800    233.972                 -256.339              
1900    238.279                 -254.300              
2000    242.417                 -252.271              
