T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  44.460                  48.470                
300     44.461                  48.483                
350     44.792                  48.808                
400     45.527                  49.082                
450     46.478                  49.317                
500     47.542                  49.523                
600     49.797                  49.867                
700     52.059                  50.139                
800     54.243                  50.349                
900     56.320                  50.507                
1000    58.284                  50.616                
1100    60.139                  50.679                
1200    61.891                  50.700                
1300    63.548                  50.679                
1400    65.118                  50.616                
1500    66.608                  50.512                
1600    68.026                  50.365                
1700    69.376                  0.                    
1800    70.666                  0.                    
1900    71.899                  0.                    
2000    73.081                  0.                    
2100    74.215                  0.                    
2200    75.304                  0.                    
2300    76.353                  0.                    
2400    77.363                  0.                    
2500    78.338                  0.                    
2600    79.280                  0.                    
2700    80.191                  0.                    
2800    81.073                  0.                    
2900    81.928                  0.                    
3000    82.756                  0.                    
3100    83.561                  0.                    
3200    84.343                  0.                    
3300    85.103                  0.                    
3400    85.842                  0.                    
3500    86.562                  0.                    
3600    87.264                  384.152               
3700    87.949                  -383.738              
3800    88.616                  -383.326              
3900    89.268                  -382.915              
4000    89.904                  -382.505              
4100    90.526                  -382.096              
4200    91.135                  -381.687              
4300    91.730                  -381.279              
4400    92.312                  -380.871              
4500    92.882                  -380.462              
