T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  47.605                  17.404                
300     47.605                  17.404                
350     47.914                  17.404                
400     48.604                  17.404                
450     49.502                  17.404                
500     50.512                  17.404                
600     52.675                  17.404                
700     54.872                  17.404                
800     57.022                  17.404                
900     59.098                  17.404                
1000    61.093                  17.404                
1100    63.008                  17.404                
1200    64.849                  13.693                
1300    66.622                  14.234                
1400    68.332                  14.848                
1500    69.984                  15.518                
1600    71.584                  16.307                
1700    73.144                  17.390                
1800    74.668                  18.388                
1900    76.154                  19.291                
2000    77.601                  20.089                
2100    79.010                  20.769                
2200    80.382                  0.                    
2300    81.717                  0.                    
2400    83.016                  0.                    
2500    84.282                  0.                    
2600    85.514                  0.                    
2700    86.715                  0.                    
2800    87.885                  0.                    
2900    89.026                  0.                    
3000    90.139                  0.                    
3100    91.226                  0.                    
3200    92.286                  0.                    
3300    93.322                  0.                    
3400    94.335                  0.                    
3500    95.324                  0.                    
3600    96.292                  0.                    
3700    97.239                  0.                    
3800    98.166                  0.                    
3900    99.074                  0.                    
4000    99.963                  0.                    
4100    100.834                 0.                    
4200    101.688                 0.                    
4300    102.526                 0.                    
4400    103.347                 0.                    
4500    104.153                 0.                    
4600    104.945                 0.                    
4700    105.722                 0.                    
4800    106.485                 560.936               
4900    107.235                 -560.588              
5000    107.971                 -560.257              
5100    108.696                 -559.941              
5200    109.408                 -559.640              
5300    110.109                 -559.352              
5400    110.798                 -559.075              
5500    111.476                 -558.809              
