T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     132.214                 -2291.889             
200     74.785                  -2297.784             
298.15  66.291                  -2300.782             
300     66.293                  -2300.815             
400     70.777                  -2301.703             
500     79.971                  -2301.355             
600     90.946                  -2300.371             
700     102.480                 -2299.118             
800     114.024                 -2297.811             
900     125.322                 -2296.605             
1000    136.263                 -2316.784             
1100    146.799                 -2315.359             
1200    156.922                 -2313.836             
1300    166.639                 -2312.239             
1400    175.967                 -2310.577             
1500    184.926                 -2308.849             
1600    193.541                 -2321.567             
1700    201.836                 -2319.211             
1800    209.835                 -2316.556             
1900    217.566                 -2313.473             
2000    225.054                 -2309.778             
2100    232.329                 -2305.227             
2200    241.369                 -2128.619             
2300    251.690                 -2121.017             
2400    261.598                 -2113.480             
2500    271.123                 -2106.009             
2600    280.295                 -2098.603             
2700    289.139                 -2091.260             
2800    297.677                 -2962.738             
2900    305.930                 -2952.264             
3000    313.916                 -2941.834             
3100    321.652                 -2931.448             
3200    329.152                 -2921.107             
3300    336.432                 -2910.810             
3400    343.503                 -2900.558             
3500    350.377                 -2890.353             
3600    357.064                 -2880.194             
3700    363.575                 -2870.085             
3800    369.919                 -2860.026             
3900    376.104                 -2850.018             
4000    382.137                 -2840.064             
