T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     171.936                 557.065               
200     155.338                 558.815               
250     153.778                 559.485               
298.15  153.435                 560.000               
300     153.436                 560.017               
350     153.689                 560.430               
400     154.251                 560.734               
450     154.978                 560.946               
500     155.791                 561.082               
600     157.516                 561.180               
700     159.245                 561.104               
800     160.914                 560.900               
900     162.502                 560.597               
1000    164.003                 560.213               
1100    165.421                 559.762               
1200    166.761                 559.252               
1300    168.027                 558.689               
1400    169.227                 558.078               
1500    170.366                 557.422               
1600    171.450                 556.724               
1700    172.482                 555.987               
1800    173.468                 555.211               
1900    174.411                 554.398               
2000    175.314                 553.549               
2100    176.180                 552.665               
2200    177.013                 551.747               
2300    177.815                 550.795               
2400    178.587                 499.550               
2500    179.333                 498.453               
2600    180.052                 497.357               
2700    180.749                 496.261               
2800    181.423                 495.165               
2900    182.076                 494.068               
3000    182.709                 492.972               
3100    183.324                 491.876               
3200    183.922                 490.780               
3300    184.503                 489.685               
3400    185.068                 488.589               
3500    185.619                 487.494               
3600    186.155                 486.400               
3700    186.678                 485.306               
3800    187.188                 484.213               
3900    187.687                 483.120               
4000    188.173                 482.029               
4100    188.649                 480.939               
4200    189.114                 0.                    
4300    189.569                 0.                    
4400    190.015                 0.                    
4500    190.451                 0.                    
4600    190.878                 0.                    
4700    191.297                 0.                    
4800    191.707                 0.                    
4900    192.110                 0.                    
5000    192.506                 0.                    
5100    192.894                 0.                    
5200    193.275                 0.                    
5300    193.649                 0.                    
5400    194.017                 0.                    
5500    194.379                 0.                    
5600    194.735                 0.                    
5700    195.084                 0.                    
5800    195.429                 0.                    
5900    195.768                 0.                    
6000    196.101                 0.                    
