T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     244.568                 59.743                
200     220.449                 60.583                
250     218.131                 60.696                
298.15  217.615                 60.668                
300     217.615                 60.665                
350     218.004                 60.533                
400     218.879                 60.341                
450     220.023                 60.109                
500     221.315                 59.847                
600     224.095                 59.256                
700     226.924                 58.589                
800     229.688                 57.851                
900     232.343                 57.043                
1000    234.875                 56.164                
1100    237.281                 55.211                
1200    239.567                 54.183                
1300    241.740                 53.077                
1400    243.808                 51.892                
1500    245.779                 50.624                
1600    247.659                 34.737                
1700    249.457                 33.700                
1800    251.179                 32.646                
1900    252.829                 31.572                
2000    254.415                 30.478                
2100    255.939                 29.364                
2200    257.407                 28.228                
2300    258.823                 27.069                
2400    260.190                 25.886                
2500    261.511                 24.680                
2600    262.789                 23.448                
2700    264.027                 22.190                
2800    265.227                 -270.050              
2900    266.392                 -270.297              
3000    267.523                 -270.553              
3100    268.622                 -270.821              
3200    269.692                 -271.101              
3300    270.733                 -271.395              
3400    271.747                 -271.704              
3500    272.736                 -272.027              
3600    273.700                 -272.368              
3700    274.642                 -272.725              
3800    275.561                 -273.101              
3900    276.460                 -273.495              
4000    277.338                 -273.909              
4100    278.198                 -274.343              
4200    279.039                 -274.799              
4300    279.862                 -275.276              
4400    280.669                 -275.775              
4500    281.460                 -276.296              
4600    282.235                 -276.841              
4700    282.995                 -277.410              
4800    283.742                 -278.002              
4900    284.474                 -278.619              
5000    285.193                 -279.261              
5100    285.900                 -279.927              
5200    286.595                 -280.618              
5300    287.277                 -281.334              
5400    287.948                 -282.075              
5500    288.609                 -282.841              
5600    289.258                 -283.631              
5700    289.898                 -284.446              
5800    290.528                 -285.285              
5900    291.148                 -286.147              
6000    291.758                 -287.032              
