T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  150.496                 -1510.875             
300     150.498                 -1510.890             
400     155.108                 -1516.655             
500     164.284                 -1516.373             
600     175.039                 -1515.214             
700     186.232                 -1513.385             
800     197.381                 -1511.025             
900     208.274                 -1508.235             
1000    218.882                 -1504.081             
1100    229.175                 -1500.086             
1200    239.098                 -1689.797             
1300    248.632                 -1684.338             
1400    257.780                 1678.966              
1500    266.553                 -1673.677             
1600    274.969                 -1668.470             
1700    283.047                 -1713.518             
1800    290.807                 -1708.238             
1900    298.269                 -1702.994             
2000    305.452                 -1697.785             
2100    312.373                 -1692.613             
2200    319.049                 -1687.478             
2300    325.495                 -1682.381             
2400    331.725                 -1677.322             
2500    337.752                 -1672.303             
