T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     369.245                 -159.659              
200     322.284                 -161.123              
250     317.773                 -162.179              
298.15  316.777                 -174.473              
300     316.778                 -174.547              
350     317.519                 -205.422              
400     319.169                 -205.477              
450     321.308                 -205.547              
500     323.705                 -205.634              
600     328.799                 -205.860              
700     333.920                 -206.166              
800     338.871                 -206.560              
900     343.588                 -207.056              
1000    348.053                 -207.663              
1100    352.274                 -208.385              
1200    356.265                 -212.935              
1300    360.042                 -213.344              
1400    363.625                 -213.783              
1500    367.030                 -214.260              
1600    370.273                 -214.782              
1700    373.368                 -215.356              
1800    376.328                 -215.992              
1900    379.165                 -216.701              
2000    381.887                 -217.493              
2100    384.505                 -218.380              
2200    387.027                 -240.697              
2300    389.460                 -242.227              
2400    391.810                 -243.741              
2500    394.082                 -245.242              
2600    396.283                 -246.730              
2700    398.417                 -248.208              
2800    400.488                 -249.676              
2900    402.499                 -251.134              
3000    404.455                 -252.583              
3100    406.358                 -254.023              
3200    408.212                 -255.453              
3300    410.018                 -256.871              
3400    411.780                 -258.276              
3500    413.499                 -259.668              
3600    415.178                 -261.044              
3700    416.819                 -262.403              
3800    418.423                 -263.742              
3900    419.992                 -265.061              
4000    421.528                 -266.357              
4100    423.032                 -267.629              
4200    424.505                 -268.876              
4300    425.948                 -270.095              
4400    427.364                 -271.287              
4500    428.752                 -272.449              
4600    430.115                 -273.581              
4700    431.452                 -274.682              
4800    432.765                 -836.689              
4900    434.056                 -837.379              
5000    435.323                 -838.054              
5100    436.569                 -838.713              
5200    437.795                 -839.354              
5300    439.000                 -839.976              
5400    440.186                 -840.578              
5500    441.352                 -841.160              
5600    442.501                 -841.720              
5700    443.632                 -842.258              
5800    444.746                 -842.773              
5900    445.843                 -843.265              
6000    446.924                 -843.733              
