T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  188.280                 -3745.098             
300     188.284                 -3745.148             
400     196.988                 -3748.487             
500     214.270                 -3748.843             
600     234.563                 -3747.814             
700     255.793                 -3745.544             
800     277.109                 -3741.994             
900     298.140                 -3737.409             
1000    318.706                 -3757.656             
1100    338.726                 -3751.645             
1200    358.136                 -3872.275             
1300    376.909                 -3863.611             
1400    395.053                 -4236.710             
1500    412.578                 -4223.344             
1600    429.496                 -4209.957             
1700    449.408                 -4067.825             
1800    469.527                 -4045.147             
1900    488.919                 -4022.568             
2000    507.623                 -4000.086             
2100    525.678                 -3977.702             
2200    543.121                 -3955.413             
2300    559.987                 -3933.220             
2400    576.308                 -3911.122             
2500    592.116                 -3889.119             
2600    607.440                 -3867.209             
2700    622.306                 -3845.394             
2800    636.739                 -3823.673             
2900    650.762                 -3802.047             
3000    664.396                 -3780.518             
3100    677.662                 -3759.085             
3200    690.578                 -3737.751             
3300    703.162                 -3716.518             
3400    715.429                 -3695.387             
3500    727.394                 -3674.363             
3600    739.072                 -3653.448             
3700    750.476                 -3632.647             
3800    761.617                 -3611.963             
3900    772.508                 -3591.401             
4000    783.159                 -3570.967             
4100    793.581                 -3550.666             
4200    803.782                 -3530.503             
4300    813.772                 -3510.485             
4400    823.559                 -3490.617             
4500    833.151                 -3470.904             
