T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  522.879                 101.922               
300     354.078                 101.877               
350     355.462                 100.618               
400     358.596                 85.991                
450     362.715                 80.544                
500     367.381                 74.738                
600     377.424                 65.856                
700     387.640                 58.583                
800     397.608                 52.237                
900     407.165                 -272.303              
1000    416.262                 -270.383              
1100    424.895                 -268.514              
1200    433.085                 -266.705              
1300    440.858                 -264.962              
1400    448.245                 -263.290              
1500    455.276                 -261.692              
1600    461.979                 -260.167              
1700    468.379                 -258.715              
1800    474.501                 -257.333              
1900    480.366                 -256.017              
2000    485.994                 -254.763              
2100    491.401                 -253.566              
2200    496.605                 -252.420              
2300    501.618                 -251.322              
2400    506.455                 -250.269              
2500    511.127                 -249.256              
2600    515.644                 -248.278              
2700    520.016                 -247.330              
2800    524.252                 -246.410              
2900    528.361                 -245.518              
3000    532.348                 -244.650              
3100    536.222                 -243.804              
3200    539.988                 -242.978              
3300    543.653                 -242.170              
3400    547.221                 -241.382              
3500    550.698                 -240.614              
3600    554.087                 -239.864              
3700    557.394                 -239.133              
3800    560.622                 -238.421              
3900    563.775                 -237.730              
4000    566.856                 -237.060              
4100    569.869                 -236.414              
4200    572.816                 -235.790              
4300    575.700                 -235.192              
4400    578.524                 -234.619              
4500    581.290                 -234.075              
4600    584.001                 -233.559              
4700    586.659                 -233.073              
4800    589.265                 -232.619              
4900    591.823                 -232.198              
5000    594.333                 -231.810              
5100    596.797                 -231.457              
5200    599.217                 -231.140              
5300    601.595                 -230.860              
5400    603.932                 -230.618              
5500    606.229                 -230.413              
5600    608.488                 -230.247              
5700    610.710                 -230.119              
5800    612.896                 -230.032              
5900    615.048                 -229.984              
6000    617.165                 -229.977              
