T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  311.841                 -348.314              
300     311.844                 -348.273              
400     317.982                 -378.515              
500     329.573                 462.000               
600     342.551                 -456.685              
700     355.564                 -451.460              
800     368.128                 -446.295              
900     380.079                 -441.219              
1000    391.382                 -436.295              
1100    402.055                 -431.593              
1200    412.137                 -431.105              
1300    421.671                 -426.149              
1400    430.704                 -421.333              
1500    439.279                 -416.690              
