T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     247.007                 -1382.711             
200     160.624                 -1386.221             
298.15  149.595                 -1387.816             
300     149.597                 -1387.834             
400     154.845                 -1395.911             
500     165.280                 1396.944              
600     177.551                 -1396.362             
700     190.404                 -1394.406             
800     203.316                 -1391.257             
900     216.057                 -1440.154             
1000    228.529                 -1433.696             
