T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  194.636                 -3256.658             
300     194.640                 -3256.690             
400     202.445                 -3263.220             
500     218.230                 -3263.566             
600     237.008                 -3262.784             
700     256.831                 -3260.789             
800     277.257                 -3249.420             
900     299.129                 -3232.152             
1000    321.579                 -3215.404             
1100    343.999                 3199.134              
1200    366.057                 -3376.842             
1300    387.577                 -3359.618             
1400    408.469                 -3342.693             
1500    428.696                 -3326.043             
1600    448.249                 -3309.653             
1700    467.139                 -3293.508             
1800    485.385                 -3277.602             
1900    503.012                 -3261.926             
2000    520.047                 -3246.476             
2100    536.519                 -3231.250             
2200    552.458                 -3216.243             
2300    567.890                 -3201.454             
2400    582.842                 -3387.918             
2500    597.340                 -3373.872             
2600    611.407                 -3359.910             
2700    625.066                 -3346.033             
2800    638.337                 -3332.239             
2900    651.242                 -3318.532             
3000    663.798                 -3304.911             
