T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     192.553                 851.209               
200     175.879                 851.280               
250     174.303                 851.166               
298.15  173.954                 851.026               
300     173.955                 851.020               
350     174.217                 850.878               
400     174.807                 850.762               
450     175.586                 850.686               
500     176.478                 850.658               
600     178.437                 850.740               
700     180.489                 850.960               
800     182.545                 851.256               
900     184.559                 851.577               
1000    186.507                 851.892               
1100    188.380                 852.182               
1200    190.174                 852.440               
1300    191.890                 852.662               
1400    193.531                 852.842               
1500    195.101                 852.978               
1600    196.604                 853.067               
1700    198.044                 853.107               
1800    199.425                 853.097               
1900    200.752                 853.039               
2000    202.027                 852.935               
2100    203.255                 852.789               
2200    204.438                 852.607               
2300    205.580                 852.395               
2400    206.684                 852.162               
2500    207.753                 851.915               
2600    208.790                 851.667               
2700    209.796                 851.399               
2800    210.774                 851.086               
2900    211.727                 850.696               
3000    212.656                 850.209               
3100    213.564                 849.590               
3200    214.451                 848.813               
3300    215.320                 847.856               
3400    216.173                 846.688               
3500    217.009                 845.246               
3600    217.832                 843.431               
3700    218.640                 806.403               
3800    219.437                 807.141               
3900    220.222                 807.977               
4000    220.996                 808.909               
4100    221.760                 809.931               
4200    222.515                 811.038               
4300    223.260                 812.227               
4400    223.997                 813.489               
4500    224.726                 814.820               
4600    225.446                 816.213               
4700    226.159                 817.661               
4800    226.865                 819.158               
4900    227.564                 820.696               
5000    228.255                 822.271               
5100    228.939                 823.876               
5200    229.617                 825.505               
5300    230.288                 827.152               
5400    230.952                 828.814               
5500    231.610                 830.484               
5600    232.261                 832.159               
5700    232.906                 833.835               
5800    233.544                 835.508               
5900    234.176                 837.175               
6000    234.802                 838.834               
