T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     236.638                 279.240               
200     213.254                 280.184               
250     211.042                 280.333               
298.15  210.554                 280.328               
300     210.555                 280.325               
350     210.920                 280.192               
400     211.737                 277.742               
450     212.804                 276.753               
500     214.009                 275.646               
600     216.601                 273.754               
700     219.247                 271.999               
800     221.840                 270.305               
900     224.340                 215.510               
1000    226.732                 215.073               
1100    229.013                 214.585               
1200    231.186                 214.054               
1300    233.257                 213.483               
1400    235.233                 212.876               
1500    237.120                 212.235               
1600    238.924                 211.563               
1700    240.651                 210.862               
1800    242.307                 210.133               
1900    243.898                 209.378               
2000    245.427                 208.598               
2100    246.900                 207.796               
2200    248.319                 206.973               
2300    249.689                 206.129               
2400    251.013                 205.267               
2500    252.293                 204.386               
2600    253.532                 203.489               
2700    254.734                 202.575               
2800    255.899                 201.647               
2900    257.031                 200.704               
3000    258.130                 199.746               
3100    259.199                 198.776               
3200    260.239                 197.793               
3300    261.253                 196.798               
3400    262.240                 195.791               
3500    263.203                 194.774               
3600    264.142                 193.745               
3700    265.060                 192.707               
3800    265.956                 191.659               
3900    266.832                 190.602               
4000    267.689                 189.537               
4100    268.527                 188.464               
4200    269.348                 187.384               
4300    270.152                 186.298               
4400    270.940                 185.206               
4500    271.712                 184.111               
4600    272.469                 183.012               
4700    273.213                 181.911               
4800    273.943                 180.809               
4900    274.659                 179.707               
5000    275.363                 178.607               
5100    276.056                 177.509               
5200    276.736                 176.416               
5300    277.406                 175.329               
5400    278.064                 174.249               
5500    278.713                 173.178               
5600    279.351                 172.118               
5700    279.981                 171.070               
5800    280.601                 170.036               
5900    281.212                 169.018               
6000    281.815                 168.018               
