T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     191.980                 -118.522              
200     133.862                 -115.154              
298.15  127.780                 -113.470              
300     127.781                 -113.445              
400     130.383                 -114.772              
500     135.295                 -114.043              
600     140.797                 -113.515              
700     146.315                 -113.164              
800     151.644                 -112.972              
900     156.714                 112.928               
1000    161.510                 -113.031              
1100    166.041                 -192.235              
1200    170.322                 -191.578              
1300    174.371                 -190.988              
1400    178.209                 -190.455              
1500    181.853                 -189.970              
1600    185.320                 -189.529              
1700    188.625                 -189.125              
1800    191.781                 -188.757              
1900    194.800                 -188.422              
2000    197.694                 -188.117              
