T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  192.279                 -1424.243             
300     192.282                 -1424.246             
400     197.820                 -1431.462             
500     208.548                 -1432.632             
600     220.891                 -1432.709             
700     233.605                 -1431.838             
800     246.205                 -1430.146             
900     258.500                 1480.836              
1000    270.423                 -1476.487             
1100    281.957                 -1629.446             
1200    293.114                 -1621.806             
1300    303.914                 -1613.438             
1400    314.380                 1604.337              
1500    324.537                 -1594.495             
