T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     263.127                 145.013               
200     233.663                 143.713               
250     230.860                 142.920               
298.15  230.243                 142.070               
300     230.244                 142.035               
350     230.702                 141.014               
400     231.723                 134.571               
450     233.046                 133.349               
500     234.529                 132.184               
600     237.686                 130.002               
700     240.865                 127.981               
800     243.949                 126.077               
900     246.893                 124.238               
1000    249.687                 122.404               
1100    252.332                 120.513               
1200    254.833                 -75.016               
1300    257.197                 -75.334               
1400    259.432                 -75.720               
1500    261.548                 -76.182               
1600    263.552                 -76.726               
1700    265.451                 -77.354               
1800    267.253                 -78.062               
1900    268.966                 -78.846               
2000    270.595                 -79.698               
2100    272.147                 -80.608               
2200    273.628                 -81.565               
2300    275.044                 -82.555               
2400    276.398                 -83.566               
2500    277.698                 -84.583               
2600    278.946                 -85.591               
2700    280.147                 -86.575               
2800    281.305                 -87.523               
2900    282.424                 -88.419               
3000    283.507                 -89.252               
3100    284.557                 -90.011               
3200    285.578                 -90.686               
3300    286.572                 -91.269               
3400    287.541                 -91.756               
3500    288.488                 -92.145               
3600    289.414                 -92.435               
3700    290.322                 -92.629               
3800    291.213                 -92.732               
3900    292.088                 -92.751               
4000    292.950                 -92.697               
4100    293.798                 -92.582               
4200    294.634                 -92.414               
4300    295.459                 -92.220               
4400    296.273                 -91.925               
4500    297.077                 -91.673               
4600    297.871                 -91.452               
4700    298.656                 -91.266               
4800    299.432                 -91.132               
4900    300.199                 -91.069               
5000    300.957                 -91.079               
5100    301.707                 -91.207               
5200    302.448                 -91.458               
5300    303.181                 -91.846               
5400    303.906                 -92.386               
5500    304.622                 -93.093               
5600    305.330                 -93.977               
5700    306.029                 -95.052               
5800    306.720                 -96.326               
5900    307.403                 -97.809               
6000    308.077                 -99.192               
