T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     326.596                 -16.599               
200     284.485                 -19.707               
250     280.018                 -20.729               
298.15  278.984                 -21.422               
300     278.986                 -21.444               
350     279.801                 -21.905               
400     281.681                 -22.161               
450     284.199                 -22.253               
500     287.104                 -22.215               
600     293.513                 -21.848               
700     300.219                 -21.212               
800     306.915                 -20.401               
900     313.459                 -19.473               
1000    319.788                 -18.466               
1100    325.875                 -17.406               
1200    331.716                 -16.310               
1300    337.313                 -15.193               
1400    342.678                 -14.063               
1500    347.821                 -12.930               
1600    352.756                 -11.801               
1700    357.495                 -10.680               
1800    362.051                 -9.573                
1900    366.436                 -8.482                
2000    370.660                 -7.411                
2100    374.734                 -6.361                
2200    378.668                 -5.333                
2300    382.469                 -4.329                
2400    386.146                 -3.349                
2500    389.707                 -2.393                
2600    393.158                 -1.459                
2700    396.506                 -0.548                
2800    399.755                 0.341                 
2900    402.913                 1.210                 
3000    405.982                 2.059                 
3100    408.969                 2.891                 
3200    411.878                 3.706                 
3300    414.711                 4.507                 
3400    417.474                 5.296                 
3500    420.169                 6.074                 
3600    422.799                 6.843                 
3700    425.368                 7.604                 
3800    427.878                 8.361                 
3900    430.331                 9.114                 
4000    432.731                 9.865                 
4100    435.080                 10.615                
4200    437.379                 11.367                
4300    439.631                 12.121                
4400    441.837                 12.879                
4500    443.999                 13.641                
4600    446.120                 14.408                
4700    448.200                 15.180                
4800    450.241                 15.959                
4900    452.245                 16.744                
5000    454.212                 17.534                
5100    456.145                 18.330                
5200    458.044                 19.132                
5300    459.910                 19.938                
5400    461.745                 20.747                
5500    463.549                 21.560                
5600    465.324                 22.373                
5700    467.070                 23.187                
5800    468.789                 23.999                
5900    470.481                 24.808                
6000    472.148                 25.612                
