T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     65.944                  -615.953              
200     39.225                  -616.858              
298.15  35.660                  -616.931              
300     35.661                  -616.928              
400     37.373                  -616.682              
500     40.738                  -619.500              
600     44.633                  -619.173              
700     48.647                  -618.607              
800     52.619                  -617.835              
900     56.483                  -616.881              
1000    60.217                  -615.749              
1100    63.814                  -614.434              
1200    68.867                  -585.730              
1300    73.949                  -584.069              
1400    78.659                  -582.412              
1500    83.046                  -580.757              
1600    87.152                  -579.102              
1700    91.012                  -722.684              
1800    94.653                  -720.276              
1900    98.098                  -717.875              
2000    101.367                 -715.481              
2100    104.478                 -713.093              
2200    107.446                 -710.710              
2300    110.282                 -708.331              
2400    112.998                 -705.955              
2500    115.604                 -703.583              
2600    118.108                 -701.214              
2700    120.518                 -698.848              
2800    122.841                 -696.485              
2900    125.082                 -694.124              
3000    127.248                 -691.768              
