T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     288.567                 -346.464              
200     253.322                 -347.422              
250     249.740                 -347.803              
298.15  248.931                 -348.109              
300     248.932                 -348.120              
350     249.551                 -348.386              
400     250.953                 -348.617              
450     252.796                 -348.826              
500     254.887                 -349.023              
600     259.403                 -349.420              
700     264.015                 -349.871              
800     268.532                 -350.425              
900     272.877                 -351.124              
1000    277.024                 -362.591              
1100    280.969                 -363.316              
1200    284.719                 -364.041              
1300    288.285                 -364.769              
1400    291.678                 -365.502              
1500    294.912                 -366.241              
1600    297.999                 -366.987              
1700    300.949                 -367.741              
1800    303.773                 -368.505              
1900    306.481                 -369.279              
2000    309.081                 -370.065              
2100    311.581                 -370.864              
2200    313.987                 -371.676              
2300    316.307                 -372.503              
2400    318.546                 -373.346              
2500    320.709                 -374.204              
2600    322.802                 -375.080              
2700    324.828                 -375.974              
2800    326.791                 -670.786              
2900    328.696                 -670.620              
3000    330.545                 -670.471              
3100    332.341                 -670.341              
3200    334.088                 -670.229              
3300    335.788                 -670.133              
3400    337.444                 -670.053              
3500    339.057                 -669.989              
3600    340.629                 -669.939              
3700    342.164                 -669.903              
3800    343.662                 -669.879              
3900    345.125                 -669.866              
4000    346.555                 -669.863              
4100    347.953                 -669.870              
4200    349.321                 -669.885              
4300    350.660                 -669.907              
4400    351.970                 -669.935              
4500    353.254                 -669.967              
4600    354.512                 -670.006              
4700    355.746                 -670.050              
4800    356.955                 -670.099              
4900    358.142                 -670.151              
5000    359.307                 -670.209              
5100    360.450                 -670.272              
5200    361.573                 -670.341              
5300    362.676                 -670.415              
5400    363.760                 -670.497              
5500    364.826                 -670.586              
5600    365.874                 -670.685              
5700    366.904                 -670.793              
5800    367.918                 -670.910              
5900    368.916                 -671.043              
6000    369.898                 -671.167              
