T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     50.955                  0.                    
200     32.989                  0.                    
298.15  30.759                  0.                    
300     30.760                  0.                    
400     31.772                  0.                    
500     33.733                  0.                    
600     35.973                  0.                    
700     38.257                  0.                    
800     40.490                  0.                    
900     42.639                  0.                    
1000    44.697                  0.                    
1100    46.673                  0.                    
1200    48.679                  0.                    
1300    50.756                  0.                    
1400    52.702                  0.                    
1500    54.537                  0.                    
1600    56.276                  0.                    
1700    57.932                  0.                    
1800    59.517                  0.                    
1900    61.039                  0.                    
2000    62.734                  0.                    
2100    64.513                  0.                    
2200    66.233                  0.                    
2300    67.897                  0.                    
2400    69.508                  0.                    
2500    71.069                  0.                    
2600    72.582                  0.                    
2700    74.051                  0.                    
2800    75.477                  0.                    
2900    76.863                  0.                    
3000    78.211                  0.                    
3100    79.523                  0.                    
3200    80.800                  0.                    
3300    82.045                  0.                    
3400    83.259                  0.                    
3500    84.443                  0.                    
3600    85.598                  0.                    
3700    88.832                  0.                    
3800    92.840                  0.                    
3900    96.667                  0.                    
4000    100.324                 0.                    
4100    103.826                 0.                    
4200    107.182                 0.                    
4300    110.403                 0.                    
4400    113.497                 0.                    
4500    116.473                 0.                    
4600    119.339                 0.                    
4700    122.100                 0.                    
4800    124.764                 0.                    
4900    127.336                 0.                    
5000    129.822                 0.                    
5200    134.554                 0.                    
5400    138.993                 0.                    
5600    143.171                 0.                    
5800    147.113                 0.                    
6000    150.841                 0.                    
