T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     196.995                 -1556.736             
200     123.451                 -1560.031             
298.15  113.847                 -1561.427             
300     113.849                 -1561.442             
400     118.459                 -1567.208             
500     127.635                 -1566.925             
600     138.390                 -1565.766             
700     149.583                 -1563.937             
800     160.732                 -1561.578             
900     171.625                 -1558.788             
1000    182.174                 -1555.650             
1100    192.346                 -1552.231             
1200    202.140                 -1742.114             
1300    211.566                 -1736.446             
1400    220.641                 1730.507              
1500    229.387                 -1724.308             
1600    237.824                 -1717.869             
1700    245.972                 -1761.273             
1800    253.854                 -1754.069             
1900    261.485                 -1746.650             
2000    268.880                 -1738.971             
2100    276.056                 -1731.037             
2200    283.026                 -1722.854             
2300    289.804                 -1714.427             
2400    296.401                 -1705.760             
2500    302.829                 -1696.857             
