T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     183.578                 -1275.048             
200     119.270                 -1281.203             
298.15  110.544                 -1284.375             
300     110.546                 -1284.411             
400     125.068                 -1269.114             
500     143.882                 -1263.169             
600     163.299                 -1254.423             
700     182.794                 -1242.867             
800     202.169                 -1228.486             
900     221.356                 -1211.263             
1000    240.332                 -1191.183             
