T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     534.191                 -1437.362             
200     311.144                 -1446.789             
298.15  276.363                 -1427.100             
300     276.368                 -1426.981             
400     287.036                 -1421.376             
500     308.254                 -1412.161             
600     333.342                 -1399.668             
700     359.845                 -1383.994             
800     386.737                 -1365.221             
900     413.559                 -1396.509             
1000    440.102                 -1370.399             
