T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     317.566                 -1438.791             
200     223.551                 -1441.328             
298.15  211.878                 -1442.643             
300     211.880                 -1442.663             
400     217.391                 -1449.401             
500     228.298                 -1449.910             
600     241.069                 -1448.986             
700     254.416                 -1446.621             
800     267.877                 -1442.424             
900     281.293                 -1489.626             
1000    294.570                 1615.161              
1100    307.663                 -1602.852             
1200    320.558                 -1588.984             
