T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  54.392                  87.864                
300     54.393                  87.891                
400     56.714                  89.364                
500     61.326                  90.697                
600     66.688                  91.744                
700     72.210                  92.505                
800     77.651                  93.009                
900     82.914                  93.280                
1000    87.960                  84.744                
1100    92.782                  84.584                
1200    97.384                  84.396                
1300    101.778                 84.196                
1400    105.977                 -43.416               
1500    109.995                 -42.260               
1600    113.845                 -41.092               
1700    117.540                 -39.908               
1800    121.091                 -38.701               
1900    124.509                 -37.470               
2000    127.804                 -36.211               
2100    130.984                 -34.922               
2200    134.058                 -33.602               
2300    137.033                 -32.249               
2400    139.916                 -30.863               
2500    142.711                 -29.442               
