T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     105.269                 -217.759              
200     72.990                  -218.329              
298.15  68.701                  -218.062              
300     68.702                  -218.054              
400     70.536                  -217.541              
500     74.080                  -216.931              
600     78.133                  -216.270              
700     82.274                  -220.433              
800     86.339                  219.687               
900     90.266                  -218.803              
1000    94.036                  -217.779              
1100    97.646                  -216.615              
1200    101.103                 215.307               
1300    104.415                 -213.861              
1400    107.594                 -212.291              
1500    110.650                 -210.606              
