T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  160.666                 -485.344              
300     160.668                 -485.316              
400     164.661                 -486.063              
500     172.337                 -483.967              
600     181.086                 -481.427              
700     190.005                 -596.058              
800     198.744                 -591.616              
900     207.168                 -586.959              
1000    215.231                 -582.142              
1100    222.927                 -656.162              
1200    230.269                 -650.094              
1300    237.274                 -643.900              
1400    243.966                 -637.599              
1500    250.364                 -631.215              
