T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     365.083                 -88.248               
200     323.084                 -90.159               
250     318.995                 -91.051               
298.15  318.088                 -92.048               
300     318.089                 -92.092               
350     318.767                 -97.430               
400     320.280                 -98.529               
450     322.244                 -99.591               
500     324.449                 -100.634              
600     329.145                 -102.696              
700     333.873                 -104.760              
800     338.452                 -106.844              
900     342.818                 -108.953              
1000    346.955                 -245.346              
1100    350.867                 -245.463              
1200    354.567                 -245.596              
1300    358.070                 -245.744              
1400    361.392                 -245.906              
1500    364.548                 -246.085              
1600    367.551                 -246.283              
1700    370.415                 -246.502              
1800    373.151                 -246.748              
1900    375.768                 -247.028              
2000    378.277                 -247.348              
2100    380.686                 -247.718              
2200    383.001                 -248.146              
2300    385.230                 -248.644              
2400    387.379                 -249.222              
2500    389.452                 -249.891              
2600    391.456                 -250.663              
2700    393.394                 -251.552              
2800    395.271                 -252.568              
2900    397.089                 -253.725              
3000    398.854                 -255.036              
3100    400.567                 -256.514              
3200    402.232                 -258.173              
3300    403.851                 -259.942              
3400    405.426                 -261.964              
3500    406.961                 -264.195              
3600    408.456                 -266.644              
3700    409.915                 -269.295              
3800    411.337                 -272.178              
3900    412.727                 -275.273              
4000    414.084                 -278.651              
4100    415.410                 -282.280              
4200    416.707                 -286.165              
4300    417.976                 -290.309              
4400    419.218                 -294.127              
4500    420.434                 -297.570              
4600    421.625                 -302.141              
4700    422.793                 -306.923              
4800    423.937                 -311.910              
4900    425.060                 -317.094              
5000    426.162                 -322.467              
5100    427.243                 -328.019              
5200    428.304                 -332.678              
5300    429.347                 -338.424              
5400    430.371                 -343.754              
5500    431.378                 -349.391              
5600    432.368                 -355.420              
5700    433.341                 -361.548              
5800    434.298                 -367.764              
5900    435.240                 -374.057              
6000    436.166                 -380.415              
