T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  142.256                 -382.752              
300     142.258                 -382.738              
400     146.961                 -383.569              
500     156.559                 -380.228              
600     168.734                 -361.860              
700     184.037                 -356.711              
800     198.528                 -350.923              
900     212.242                 -344.612              
1000    225.234                 -337.858              
1100    237.565                 -330.708              
1200    249.297                 -419.964              
1300    260.485                 -411.207              
1400    271.180                 -402.083              
1500    281.428                 -392.615              
