T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  16.318                  -90.793               
300     16.318                  -90.789               
400     18.076                  -90.931               
500     21.516                  -91.595               
600     25.469                  -92.678               
700     29.552                  -93.582               
800     33.686                  -94.240               
900     37.801                  -94.775               
1000    41.860                  -95.153               
1100    45.847                  -95.351               
1200    49.758                  -95.343               
1300    53.591                  -95.184               
1400    57.343                  -94.968               
1500    61.011                  -94.772               
1600    64.590                  -123.720              
1700    68.080                  -122.903              
1800    71.478                  -122.087              
1900    74.786                  -121.299              
2000    78.005                  -120.556              
2100    81.135                  -119.867              
2200    84.180                  -119.231              
2300    87.141                  -118.646              
2400    90.023                  -118.113              
2500    92.827                  117.628               
2600    95.557                  -117.191              
2700    98.217                  -116.802              
2800    100.809                 -698.373              
2900    103.335                 -695.951              
3000    105.800                 -693.543              
3100    108.206                 -691.152              
3200    110.554                 -688.781              
3300    112.848                 -686.432              
3400    115.090                 -684.110              
3500    117.282                 -681.817              
