T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  19.539                  15.508                
300     19.540                  15.508                
350     19.749                  15.508                
400     20.235                  15.508                
450     20.891                  15.508                
500     21.650                  15.508                
600     23.326                  15.508                
700     25.080                  15.508                
800     26.833                  15.508                
900     28.551                  15.508                
1000    30.219                  15.508                
1100    31.832                  15.508                
1200    33.388                  15.466                
1300    34.886                  15.333                
1400    36.325                  15.134                
1500    37.707                  14.869                
1600    39.036                  0.                    
1700    40.315                  0.                    
1800    41.547                  0.                    
1900    42.735                  0.                    
2000    43.882                  0.                    
2100    44.991                  0.                    
2200    46.063                  0.                    
2300    47.102                  0.                    
2400    48.110                  0.                    
2500    49.088                  0.                    
2600    50.038                  0.                    
2700    50.962                  0.                    
2800    51.861                  290.957               
2900    52.737                  -289.894              
3000    53.591                  -288.814              
3100    54.424                  -287.718              
3200    55.237                  -286.609              
3300    56.032                  -285.488              
3400    56.809                  -284.356              
3500    57.569                  -283.215              
