T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  37.028                  -234.304              
300     37.029                  -234.313              
400     38.483                  -236.884              
500     41.475                  -238.387              
600     45.060                  -239.293              
700     48.837                  -239.807              
800     52.624                  -240.088              
900     56.336                  -293.346              
1000    59.936                  -292.155              
1100    63.409                  -290.953              
1200    66.750                  -289.753              
1300    69.961                  -288.566              
1400    73.048                  -287.404              
1500    76.016                  -286.287              
1600    78.871                  -299.761              
1700    81.620                  -298.358              
1800    84.269                  -296.946              
1900    86.824                  -295.523              
2000    89.292                  -294.087              
2100    91.678                  -292.639              
2200    93.986                  -291.179              
2300    96.223                  -289.706              
2400    98.392                  -288.219              
2500    100.498                 -286.718              
2600    102.543                 -285.201              
2700    104.533                 -283.668              
2800    106.469                 -573.076              
2900    108.356                 -570.446              
3000    110.195                 -567.783              
