T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     242.280                 -264.653              
200     218.015                 -264.976              
298.15  215.157                 -265.684              
300     215.157                 -265.699              
400     216.432                 -266.534              
500     218.890                 -267.429              
600     221.692                 -268.387              
700     224.542                 -269.431              
800     227.325                 -270.593              
900     229.996                 -271.904              
1000    232.542                 -283.981              
1100    234.961                 -285.313              
1200    237.259                 -286.642              
1300    239.442                 -287.969              
1400    241.519                 -289.295              
1500    243.498                 -290.620              
1600    245.386                 -291.946              
1700    247.190                 -293.272              
1800    248.918                 -294.598              
1900    250.574                 -295.922              
2000    252.165                 -297.245              
2100    253.694                 -298.565              
2200    255.167                 -299.881              
2300    256.587                 -301.190              
2400    257.957                 -302.491              
2500    259.282                 -303.783              
2600    260.564                 -305.063              
2700    261.805                 -306.331              
2800    263.008                 -601.485              
2900    264.176                 -601.627              
3000    265.310                 -601.751              
3100    266.412                 -601.858              
3200    267.484                 -601.945              
3300    268.527                 -602.011              
3400    269.544                 -602.057              
3500    270.535                 -602.081              
3600    271.502                 -602.083              
3700    272.446                 -602.063              
3800    273.368                 -602.019              
3900    274.269                 -601.953              
4000    275.149                 -601.863              
4100    276.011                 -601.749              
4200    276.855                 -601.612              
4300    277.681                 -601.451              
4400    278.490                 -601.267              
4500    279.283                 -601.056              
4600    280.061                 -600.824              
4700    280.825                 -600.569              
4800    281.574                 -600.290              
4900    282.310                 -599.987              
5000    283.032                 -599.663              
5100    283.743                 -599.316              
5200    284.441                 -598.947              
5300    285.128                 -598.556              
5400    285.803                 -598.145              
5500    286.468                 -597.712              
5600    287.123                 -597.260              
5700    287.768                 -596.788              
5800    288.403                 -596.294              
5900    289.029                 -595.784              
6000    289.646                 -595.234              
