T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     265.477                 200.216               
200     241.744                 199.584               
250     239.478                 199.157               
298.15  238.976                 198.740               
300     238.976                 198.724               
350     239.354                 198.301               
400     240.204                 197.891               
450     241.315                 197.492               
500     242.572                 197.099               
600     245.276                 196.316               
700     248.033                 195.521               
800     250.730                 194.700               
900     253.325                 193.847               
1000    255.803                 192.956               
1100    258.160                 192.026               
1200    260.402                 191.056               
1300    262.535                 190.047               
1400    264.566                 188.997               
1500    266.502                 187.900               
1600    268.351                 186.749               
1700    270.120                 185.536               
1800    271.813                 184.254               
1900    273.438                 182.896               
2000    274.999                 181.457               
2100    276.500                 179.933               
2200    277.947                 178.316               
2300    279.342                 176.601               
2400    280.689                 174.776               
2500    281.991                 172.828               
2600    283.251                 170.735               
2700    284.473                 168.458               
2800    285.657                 139.587               
2900    286.807                 138.091               
3000    287.924                 136.598               
3100    289.011                 135.111               
3200    290.068                 133.631               
3300    291.099                 132.160               
3400    292.103                 130.698               
3500    293.083                 129.247               
3600    294.040                 127.808               
3700    294.975                 126.383               
3800    295.889                 124.972               
3900    296.783                 123.576               
4000    297.658                 122.196               
4100    298.515                 120.833               
4200    299.355                 119.487               
4300    300.179                 118.158               
4400    300.987                 116.848               
4500    301.780                 115.556               
4600    302.558                 114.281               
4700    303.323                 113.025               
4800    304.075                 111.787               
4900    304.814                 110.566               
5000    305.540                 109.363               
5100    306.256                 108.175               
5200    306.959                 -583.668              
5300    307.652                 -585.156              
5400    308.335                 -586.603              
5500    309.007                 -588.110              
5600    309.670                 -589.633              
5700    310.323                 -591.173              
5800    310.968                 -592.731              
5900    311.603                 -594.309              
6000    312.230                 -595.909              
