T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  184.096                 -320.155              
300     184.099                 -320.146              
400     190.538                 -319.936              
500     203.962                 -314.612              
600     220.160                 -307.339              
700     237.317                 -298.751              
800     254.596                 -289.301              
900     271.584                 -279.283              
1000    288.083                 -268.934              
1100    303.995                 -258.412              
1200    319.287                 -438.505              
1300    333.958                 -425.504              
1400    348.025                 -412.515              
1500    361.511                 -399.588              
