T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  85.772                  -270.077              
300     85.773                  -270.080              
400     87.767                  -278.350              
500     91.645                  -302.910              
600     96.104                  -302.047              
700     100.693                 -300.814              
800     105.248                 -299.188              
900     109.710                 -297.185              
1000    114.052                 -294.889              
1100    118.259                 -292.399              
1200    122.321                 -289.785              
1300    126.237                 -287.087              
1400    130.008                 -284.333              
1500    133.638                 -281.548              
1600    137.132                 -278.767              
1700    140.494                 -421.243              
1800    143.733                 -417.755              
1900    146.853                 -414.303              
2000    149.862                 -410.888              
2100    152.766                 -407.509              
2200    155.570                 -404.165              
2300    158.282                 -400.854              
2400    160.906                 -397.571              
2500    163.446                 -394.313              
