T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  185.040                 612.197               
300     185.041                 612.150               
350     185.294                 610.851               
400     185.856                 609.526               
450     186.583                 608.176               
500     187.396                 606.803               
600     189.120                 603.989               
700     190.848                 601.087               
800     192.517                 598.101               
900     194.105                 595.030               
1000    195.606                 591.877               
1100    197.024                 588.642               
1200    198.363                 585.325               
1300    199.629                 581.928               
1400    200.829                 578.456               
1500    201.968                 574.915               
1600    203.052                 571.303               
1700    204.084                 567.621               
1800    205.069                 563.870               
1900    206.012                 560.048               
2000    206.915                 556.156               
2100    207.782                 546.546               
2200    208.615                 543.061               
2300    209.416                 539.484               
2400    210.188                 535.815               
2500    210.934                 531.970               
2600    211.654                 498.916               
2700    212.350                 495.150               
2800    213.024                 491.385               
2900    213.677                 487.619               
3000    214.310                 483.854               
3100    214.925                 480.088               
3200    215.523                 476.322               
3300    216.104                 472.557               
3400    216.669                 468.791               
3500    217.219                 465.026               
3600    217.756                 461.260               
3700    218.279                 457.494               
3800    218.789                 453.729               
3900    219.287                 449.963               
4000    219.774                 446.198               
4100    220.249                 442.432               
4200    220.714                 438.666               
4300    221.169                 434.901               
4400    221.614                 431.135               
4500    222.050                 427.370               
4600    222.477                 423.604               
4700    222.895                 419.838               
4800    223.305                 416.073               
4900    223.707                 412.307               
5000    224.102                 -151.677              
5100    224.489                 -155.514              
5200    224.870                 -159.396              
5300    225.243                 -163.324              
5400    225.610                 -167.297              
5500    225.970                 -171.317              
5600    226.325                 -175.384              
5700    226.673                 -179.499              
5800    227.016                 -183.662              
5900    227.353                 -187.874              
6000    227.685                 -192.136              
