T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     655.406                 -1707.878             
200     512.062                 -1710.541             
250     497.345                 -1710.544             
298.15  494.013                 -1710.001             
300     494.017                 -1709.971             
350     496.571                 -1708.965             
400     502.354                 -1707.657             
450     509.963                 -1706.151             
500     518.601                 -1704.524             
600     537.257                 -1701.114             
700     556.321                 -1697.693             
800     574.995                 -1694.384             
900     592.960                 -1691.235             
1000    610.108                 -1688.271             
1100    626.422                 -1685.499             
1200    641.928                 -1682.920             
1300    656.672                 -1680.538             
1400    670.704                 -1678.352             
1500    684.076                 -1676.367             
1600    696.838                 -1674.586             
1700    709.037                 -1673.011             
1800    720.715                 -1671.646             
1900    731.911                 -1670.495             
2000    742.662                 -1669.561             
2100    752.998                 -1668.849             
2200    762.948                 -1668.359             
2300    772.541                 -1668.095             
2400    781.798                 -1668.057             
2500    790.743                 -1668.247             
2600    799.394                 -1668.654             
2700    807.770                 -1669.359             
2800    815.888                 -1670.466             
2900    823.762                 -1672.090             
3000    831.407                 -1674.311             
3100    838.834                 -1677.257             
3200    846.057                 -1681.020             
3300    853.085                 -1685.674             
3400    859.929                 -1691.321             
3500    866.598                 -1698.154             
3600    873.101                 -1706.457             
3700    879.445                 -1820.827             
3800    885.639                 -1822.207             
3900    891.688                 -1823.639             
4000    897.600                 -1825.122             
4100    903.380                 -1826.655             
4200    909.035                 -1828.236             
4300    914.569                 -1829.865             
4400    919.987                 -1831.542             
4500    925.295                 -1833.265             
4600    930.496                 -1835.035             
4700    935.595                 -1836.854             
4800    940.596                 -1838.720             
4900    945.502                 -1840.637             
5000    950.317                 -1842.604             
5100    955.044                 -1844.625             
5200    959.686                 -1846.700             
5300    964.247                 -1848.832             
5400    968.728                 -1851.026             
5500    973.134                 -1853.281             
5600    977.465                 -1855.605             
5700    981.725                 -1857.998             
5800    985.917                 -1860.464             
5900    990.041                 -1863.009             
6000    994.101                 -1865.636             
